,Produto,EAN,Marca,Descrição
8617,Toalhas Umedecidas Hipopó com 50 Unidades,7898931019337,CCM INDUSTRIA,
8618,Colônia Granado Bebê Lavanda 100ml,7896512945990,GRANADO,
8619,Chupeta Bico de Silicone Funny Xadrez Tamanho 2 - Rosa,7896033201827,LILLO,
8620,Fórmula Infantil NAN SiencePro H.A. Nestlé 800g,7613038206677,NESTLE,
8621,SHORT.SCOOBY BABY JUMB.G 18,7899700802198,SCOOBY DOO,
8622,Sabonete Líquido Dove Baby Hidratação Glicerinada 200ml,7891150065291,UNILEVER,
8623,Sabonete Líquido Dove Baby Hidratação Glicerinada Refil 180ML,7891150065338,UNILEVER,
8624,Fralda Infantil Estrelinha Baby Tamanho XXG 40 Unidades,7899700800934,SCOOBY DOO,
8625,Composto Lácteo Nestlé Neslac Comfor Zero Lactose 3 à 5 Anos 700g,7891000309711,NESTLE,"Indicação:3 a 5 anos.O Neslac Comfor é um composto lácteo infantil zero lactose desenvolvido pela Nestlé que contém DHA (Ômega 3 e 6), fibras probióticas, vitaminas A, B, C e D e minerais. Apresenta baixo teor de sódio, além de ser sem açúcar, glúten e aromatizantes.O Neslac Comfor Zero Lactose é indicado para crianças intolerantes a lactose e que estão na fase pré-escolar, uma das fases infantis mais evolutivas e com grandes descobertas. Durante esse período, as escolhas alimentares podem causar impactos que se estendem até a vida adulta. Por isso, sua fórmula é enriquecida com vitaminas (A, B, C e D), fibras e minerais (cálcio, ferro e zinco), que auxiliam no desenvolvimento cerebral, na cognição, na formação de ossos, no crescimento adequado e no fortalecimento do sistema imunológico."
8626,Fralda-Calça Mamypoko Dia & Noite P 22Unidades,7898656390483,MAMYPOKO,
8627,Fralda Pampers Premium Care Mega M 34 unidades,7500435132367,P&G - PERF,
8628,Fralda Pampers Premium Care Mega XG 26 unidades,7500435132381,P&G - PERF,
8629,Fralda Pampers Premium Care RN Até 4KG 36Unidades,7500435132510,P&G - PERF,"A Pampers Premium Care é uma fralda descartável que possui laterais com ajuste cômodo e flexível, que acompanham o movimento da criança.Assim como os demais tamanhos, a versão Recém-Nascido RN também é ultra respirável, ajudando a manter a pele do bebê sempre fresca, e conta com uma loção hipoalergênica exclusiva, que previne irritações.Seu diferencial está no indicador de umidade, que avisa quando a fralda do recém-nascido deve ser trocada."
8630,Colônia Granado Bebê Tradicional 100ml,7896512946003,GRANADO,
8631,Loção Hidratante Infantil Hidra Kids D.A. Pele Sensível 200g,7896112403319,BIOLAB SANUS,"É um ativo antioxidante com propriedades calmantes, produto vegano, com proteção suave. Promotor de cristais líquidos que formam reservas de água para: Hidratação de longos períodos, transporte de outros ativos para a pele."
8632,Fórmula Infantil Aptamil Sensitive Active Danone 800g,7891025120025,DANONE,"Fórmula Infantil Aptamil Sensitive Active Danone  - 1 a 6 anos com 800gAptamil Sensitive Active é uma fórmula infantil de seguimento para lactentes (a partir do segundo semestre de vida) e para crianças de primeira infância (primeiros 6 anos de vida).Conta com proteínas lácteas parcialmente hidrolisadas, com prebióticos (GOS/FOS), DHA e ARA, e nucleotídeos.A Fórmula Infantil é um suplemento alimentar cuja fórmula tenta se aproximar o máximo possível do leite materno. Para que isso seja possível, sua composição é modificada em açúcar, gordura e proteínas, e são acrescentadas vitaminas e minerais de tal maneira que procure ter – do ponto de vista da quantidade – composição semelhante ao leite materno."
8633,Bomba Tira Leite Automática Smart G-Tech,7898639690272,G-TECH,"Bomba Extratora Tira Leite Materno Elétrica G-Tech A Bomba Tira Leite Automática G-Tech Smart foi projetada para auxiliar as mães a extraírem o leite materno com maior conforto e conveniência. Ela é leve, portátil e de simples montagem, basta ligar na tomada para usar a qualquer momento. O sistema inteligente G-Tech SMART, que simula a sucção natural do bebê, oferece maior conforto na extração e estimula a produção natural de leite da mãe. Os quatro níveis de ajuste de intensidade permitem uma melhor adaptação e controle durante o uso.   Principais Características: • BPA free • 4 niveis de sucção • Capa em silicone • Bivolt    Especificações Técnicas: • Conteúdo da Embalagem: 1 Bomba extratora  • Alimentação: energia elétrica, bivolt • Medidas do produto(AxCxL): 19 x 9 x 12 cm • Referência do Fabricante: BLASMART • Código EAN: 7898639690272 • Marca: G-TECH Fotos Ilustrativas"
8634,Fralda Capricho Baby Jumbinho G 18Unidades,7891522310370,CAPRICHO,
8635,Sabonete Pom Pom 70G Óleo de Amêndoas,789609405641,POM POM,
8636,Fralda Calça Infantil Scooby-Doo Jumbo XG 24Unidades,7899700802242,CCM INDUSTRIA,
8637,Fralda Turma da Mônica Baby Mega XXG 36Unidades,7896012879856,ONTEX,
8638,Fralda Turma da Mônica Baby Mega G 44Unidades,7896012879832,ONTEX,
8639,Kit Neslac Comfor em oferta: 30% de desconto na 2º unidade - 800G,7891000252444,NESTLE,
8640,Fraldas Pampers Recém-Nascido Premium Care RN+ 20 Unidades,7500435132527,P&G - PERF,"Pampers Recém-Nascido Premium Care, nossa proteção mais suave para sua pele. Tem uma Malha Algodão-Sec exclusiva, que afasta o cocô líquido da pele do seu bebê, e também possui um indicador de umidade que te ajuda a saber a hora certa de trocar.  Suave como algodão°: a proteção mais suave da Pampers. Não contém fibras de algodão.  Malha Algodão-Sec: afasta a umidade e o cocô da pele de seu bebé. Não contém fibras de algodão.
Indicador de umidade: te avisa quando é hora da troca.  
Corte para umbigo: para proteger o umbiguinho delicado do seu bebê. Canais de Ar: para uma pele arejada e sequinha. Loção hipoalergênica exclusiva: ajuda a prevenir irritações"
8641,Fralda Turma da Mônica Baby Mega XG 42Unidades,7896012879849,ONTEX,
8642,Fralda Huggies Tripla Proteção Jumbinho G 18 Unidades,7896007543915,KIMBERLY,
8643,Fórmula Infantil Nan Comfor 1 400G,7891000065389,NESTLE,"Fórmula Infantil NAN COMFOR 1 Lata 400g é uma fórmula infantil para lactentes.De 0 a 6 meses. Com prebióticos, DHA e ARA e nucleotídeos.NÃO CONTÉM GLÚTEN. ALÉRGICOS: CONTÉM DERIVADO DE SOJA E PEIXE, LEITE E DERIVADOS.Modo de Conservação: Apo´s aberta a embalagem, recomenda-se o consumo do conteu´do em ate´ 30 dias. Conservar a lata sempre em local fresco e arejado."
8644,CONJ.FIONA ESC.LIMPEZA  R.1510,7896033285155,FIONA,
8645,FRALDA MAMYPOKO CALCA P C/24,7898953823585,MAMYPOKO,
8646,SAB.LIQ.POMPOM ESPUMA 200ML,7896012800850,A DEFINIR,
8647,Fralda Mamypoko Dia e Noite M 38 unidades,7898953823974,MAMYPOKO,
8648,Talco Johnson's Baby Pura Proteção 200g,7891010032241,J&J,Johnson Baby talco 200g foi desenvolvido para deixar a pele macia e perfumada com a fragrância que é sinônimo de “cheirinho de bebê”.
8649,TOALHA UMEDECIDA MAMYPOKO TOQUE SUAVE 100UNDS,7898656390506,MAMYPOKO,
8650,Lenço Umidecidos Bebê Granado 50 unidades,7896512921369,GRANADO,
8651,FRALDA TRELOSO BABY HIPER G C/60,7898934650803,PLENA FRALDAS,
8652,Fralda Huggies Tripla Proteção Jumbinho M 18Unidades,7896007543908,KIMBERLY,
8653,Toalhas Umedecidas Baby Scooby-Doo com 100 Unidades,7899700801092,SCOOBY DOO,
8654,Suplemento Infantil Milnutri/Fortini Complete Baunilha Danone 800g,7891025113874,DANONE,"Suplemento alimentar infantil sem adição de sacarose. É completo e balanceado contém nutrientes que contribuem para a melhora do apetite pelo equilíbrio de  vitaminas e minerais. Possui DHA que contribui para o desenvolvimento neurológico da criança.

Para que serve
Fortini Complete possui o melhor equilíbrio de vitaminas e minerais e um exclusivo mix de fibras Danone que contribuem na melhora do apetite, reduz o risco de doenças, além de melhorar o funcionamento intestinal.

Modo de usar
Lave as mãos antes do preparo. Utilize somente utensílios limpos e secos. Para preparar 200ml do produto, coloque 180ml de água morna (40ºC), previamente filtrada e/ou fervida, em um recipiente e misture gradualmente 10 colheres-medidas (aproximadamente 45,6g) de pó até que se dissolva completamente. Quando preparado conforme orientação no rótulo, Miilnutri Complete fornece aproximadamente 1kcal/mL."
8655,Fralda Treloso Baby Plus Mega G 40Unidades,7898934650841,PLENA FRALDAS,
8656,Fralda Huggies Supreme Care Xtra-Flex Hiper M 80 unidades,7896007548491,KIMBERLY,"Projetada especialmente para recém-nascidos, conta com a exclusivacamada de proteção MaxiSec, que absorve o xixi e mantém o bebê até 3x mais seco. Possui bolinhas suaves que absorvem cocô líquido e oferecem máxima proteção e comodidade.Conta com fechos laterais ajustáveis, barreiras anti-vazamentos e, cintura e orelhas elásticas. Além disso, seus componentes são atóxicos e não propensos a causar irritação em contato com a pele. Dermatologicamente testado."
8657,SPRAY FINALIZADOR J&J BABY GOTAS DE BRIL,7702031604150,J&J,
8658,Shampoo Johnsons Baby Hidratação Intensiva 200ML,7891010804602,J&J,"O shampoo Johnson Baby hidratação intensa 200ml foi desenvolvido especialmente para tratar os cabelos delicados das crianças de maneira suave, eficaz e segura. O shampoo conta ainda com a exclusiva fórmula chega de lágrimas, para evitar irritação nos olhos."
8659,TOAL.UMED.HUG.T.PROT.C/96,7896018704299,KIMBERLY,"As Toalhas Umedecidas Huggies feitas com eco-fibras, fibras naturais que oferecem limpeza efetiva e completa que ajudam a proteger a pele do bebê, com menos plástico do que outros produtos com fibras sintéticas.
Dermatologicamente testado;
Com fibras naturais - toque macio;
Vitamina E e Aloe Vera que garante limpeza suave;
Não contém álcool etílico e parabenos.

Modo de usar: abra a etiqueta autoadesiva no local indicado, puxe a primeira toalha pelo centro, após o uso feche a etiqueta autoadesiva."
8660,Complemento Alimentar Nutren Kids Baunilha 350g,7891000087794,NESTLE,"NUTREN® Kids Baunilha é o complemento alimentar da Nestlé desenvolvimento especialmente para crianças, já vem com leite, basta adicionar água!  Fornece 26 vitaminas e minerais e é rico em cálcio, ferro e zinco, nutrientes essenciais que ajudam seu filho a viver o melhor desta fase da vida. Contém Glúten."
8661,Sabonete Johnson’s Daily Care Erva Doce 80G,7891010247454,J&J,O sabonetes Johnson's tem uma formulação especial que limpa suavemente a pele deixando-a com o delicado e inconfundível cheirinho Johnson's.
8662,Shampoo Dove Baby Hidratação Enriquecida 200ml,7891150025929,UNILEVER,
8663,Fórmula Infantil Aptamil Premium 2 Danone 400g,7891025107880,DANONE,
8664,FRALDA TRELOSO BABY HIPER P C/80,7898934650780,PLENA FRALDAS,
8665,Lenço Umidecidos Bebê Granado Lavanda 50 unidades,7896512927606,GRANADO,
8666,Creme Assadura Hipoglós Original 90G,7891010249915,J&J - OL,"TRATA E PREVINE ATÉ ASSADURAS MAIS GRAVES.
A fórmula original de HIPOGLÓS® forma uma barreira concentrada com 3 vezes mais vitaminas que garante uma proteção duradoura e resistente contra assaduras. Protege contra germes e outros agressores | Hidrata a Pele | Acelera a cicatrização e recuperação da pele desde o 1º uso | Seguro para ser usado desde os primeiros dias de vida
*comparado com a concentração estabelecida pela regulamentação sanitária (RDC 199/06)."
8667,SH.J&J BABY HID INTENSA 400ML,7891010245337,J&J,"Ideal para obter cabelos macios e com menos nós, o Shampoo JOHNSONS® Baby Hidratação Intensa deixa os cabelos hidratados e fáceis de desembaraçar graças a sua fórmula com 3x mais agentes condicionantes. Além disso, conta com pH fisiológico, é hipoalergênico e livre de corantes, parabenos, sulfatos e ftalatos. Os resultados serão ainda melhores no uso combinado com condicionador e creme de pentear da linha. Deve ser aplicado por um adulto ou sob sua supervisão. Não usar se o couro cabeludo estiver ferido ou irritado."
8668,Fórmula Infantil Nan Soy 800g,050000298723,NESTLE,Indicação:0 a 12 meses.
8669,CHUP.LILLO DIVERTIDA BABY TAM2 ROSA,7896033201407,LILLO,
8670,HIDRAT J&J ROMA RENOV.200ML,7891010248796,J&J,"Loção Hidratante Johnsons: 48h de ultrahidratação com efeito imeadiato, rapida absorção e 85% de ingredientes naturais."
8671,Lencos Umidecidos Use Baby Pote Rosa 70 Unidades,7898909332185,NEW BRANDS,
8672,LC.UMED.CLINOFF PT RS 75UNDS,7898067950085,Clin Off do Brasil S/A,
8673,Fralda Treloso Baby Plus Mega P 60Unidades,7898934650827,PLENA FRALDAS,
8674,Suplemento Infantil Fortini Complete Chocolate 800g,7891025118855,DANONE,"A Fortini Complete é uma fórmula infantil da Danone para nutrição oral e enteral, desenvolvida para auxiliar crianças com dificuldades alimentares. Ela chega ao mercado em substituição ao antigo Milnutri Complete, com mesma fórmula, mas com mais benefícios e suplementação.A Fortini Complete é indicada para crianças de 3 a 10 anos, que necessitam de uma complementação alimentar.Sua fórmula, livre de sacarose, além de ser fonte de fibras e 28 vitaminas e minerais, também contém alto teor de Ômega 3, fornecendo dois ácidos graxos, também encontrados no leite materno, que são responsáveis pelo suprimento dos níveis adequados de energia e nutrientes essenciais para a manutenção da saúde infantil, são eles: Ácido Eicosapentaenóico (EPA) e o Ácido Docosahexaenóico (DHA). Juntos, contribuem para o desenvolvimento cognitivo e fortalecimento do sistema imunológico e dos ossos, estimulando um crescimento equilibrado e saudável.Diferença entre leite em pó, composto lácteo e fórmula infantilO leite em pó é uma versão desidratada do leite da vaca, mas que mantém os seus nutrientes para o nosso consumo.O composto lácteo, por sua vez, são produtos que possuem acréscimo de outros ingredientes na sua formulação, além do derivado lácteo.Já a fórmula infantil são suplementos cujas fórmulas tentam se aproximar o máximo possível do leite materno. Para que isso seja possível, sua composição é modificada em açúcar, gordura e proteínas, e são acrescentadas vitaminas e minerais, buscando conter – do ponto de vista da quantidade – composição semelhante ao leite materno."
