Produto,EAN,Marca,Descrição,Preço sem desconto,Preço com desconto,% de desconto,Farmacia,Região,Cidade
Fisiogel AI Locao 100ml,7896026171366,STIEFEL DERMO,"O Hidratante Fisiogel A.I. Loção Cremosa possui uma avançada Tecnologia BioMimic, que hidrata profundamente a pele seca sensível e irritada, proporciona alívio rápido e duradouro da coceira associada à pele seca, também reduz a vermelhidão e sensação de irritação, deixando-a menos reativa. 

O que é: O Hidratante Fisiogel A.I. Loção Cremosa é indicado para pele seca, irritada, sensível ou que apresente coceira e vermelhidão associadas à pele seca. 

Para que serve: O Hidratante Fisiogel A.I. Loção Cremosa hidrata profundamente a pele seca sensível e irritada, proporciona alívio rápido e duradouro da coceira associada à pele seca, também reduz a vermelhidão e sensação de irritação, deixando-a menos reativa. Além, de restaurar a barreira da hidratação, deixando a pele macia e visivelmente mais saudável",112.9,112.9,,Santo Remedio,Sudeste,Sao Paulo
Creme Pentear Seda Óleo Hidratação 300ML,7891150030756,UNILEVER,,12.99,12.99,,Santo Remedio,Sudeste,Sao Paulo
Leite Hidratante Paixao Flor de Lotus com Blueberry 200ML,7898919411429,COTY,"O Hidratante Corporal Paixão Ultra Cremoso Flor de Lótus com Blueberry auxilia na manutenção da pele, deixando-a totalmente radiante e irresistível do jeito que toda mulher realmente merece.

Para que serve
Desenvolvido especialmente para quem se preocupa com a completa hidratação do corpo, deixando a pele com um toque aveludado e uma hidratação prolongada.

Modo de Usar
Aplique o Hidratante Ultra cremoso com movimentos circulares suaves. Massageie a pele e aproveite uma deliciosa experiência sensorial que aflora os sentidos.",11.99,11.99,,Santo Remedio,Sudeste,Sao Paulo
Condicionador Elseve Colorvive 200ml,7896014123902,LOREAL,,19.99,19.99,,Santo Remedio,Sudeste,Sao Paulo
Esmalte Risque Cremoso Dara,7891182007788,COTY,,5.99,5.99,,Santo Remedio,Sudeste,Sao Paulo
SH.DESAM.300+MASC.DESAM.200G,7898468519980,DELLY KOSMETIC,,33.99,33.99,,Santo Remedio,Sudeste,Sao Paulo
Vichy Ideal Soleil FPS50 Toque Seco Unify Claro 40G,7899706161565,VICHY,"O Protetor Solar Facial Vichy Idéal Soleil Efeito Base Cor Clara foi especialmente desenvolvido para peles mistas a oleosas. Ele conta com uma textura única de efeito matificante e toque aveludado após a aplicação, por conta das micropartículas absorventes que deixam a pele sequinha e promovem uma proteção de efeito prolongado.
Um produto que não pode ficar de fora da sua necessaire, o Protetor Solar Facial Vichy Idéal Soleil Efeito Base possui FPS 50 e oferece controle duradouro do brilho e uniformização imediata no tom da pele. 

Para que serve: A proteção contra os raios solares UVA e UVB é a melhor forma de manter a saúde da pele. Por isso, o Protetor Solar Facial Vichy Idéal Soleil Efeito Base Cor Clara FPS 50 proporciona cuidado intensivo e duradouro para a pele, com toque seco e sem deixar resíduos. Criado para uso diário, possui efeito base na cor clara que se adapta ao tom da pele. 

Benefícios
Alta proteção UVA e UVB e luz visível, incluindo a luz azul. 
Pigmentos revestidos para uma alta cobertura. 
Toque seco e textura agradável. 
Cobertura duradoura. 
Uniformiza o tom da pele com cor de base. 
Eficácia para peles mistas a oleosas. 

Como usar: Aplique abundantemente no rosto, colo e pescoço 15 minutos antes da exposição ao sol. Reaplique pelo menos a cada 2 horas ou depois de nadar e em casos de excessiva transpiração.",71.9,71.9,,Santo Remedio,Sudeste,Sao Paulo
Tintura Maxton 8.0 Louro Claro,7896013544104,EMBELEZE,,13.49,13.49,,Santo Remedio,Sudeste,Sao Paulo
Actine Sabonete Líquido Control 60ml,7896290402326,DARROW,,32.99,32.99,,Santo Remedio,Sudeste,Sao Paulo
Creme Facial Skinceuticals Age Interrupter 48ml,0635494345254,LOREAL SKINCEUTICALS,,914.9,914.9,,Santo Remedio,Sudeste,Sao Paulo
Acneblock Gel 30g,7896331706291,KLEY HERTZ,,33.81,33.81,,Santo Remedio,Sudeste,Sao Paulo
Creme Neutrogena Norwegian Hidratante Mãos FPS30 56g,7891010814977,J&J DERMO,"O Hidratante Anti-Idade para as mãos Neutrogena Norwegian Fórmula® FPS30 revitaliza mãos asperas e ajuda a prevenir a pele contra linhas finas, manchas solares e tonalidade não uniforme. É recomendado para todos os tipos de pele. Dermatologicamente testado. Com a proteção solar da tecnologia HELIPLEX™.",67.99,67.99,,Santo Remedio,Sudeste,Sao Paulo
CONJ.ALICATE+DUPLEX SANDY RS,7891060894486,MUNDIAL,,13.99,13.99,,Santo Remedio,Sudeste,Sao Paulo
KOLESTON TOQUE CHOC.200ML,7891350033373,COTY,,25.99,25.99,,Santo Remedio,Sudeste,Sao Paulo
CR.PENT.SEDA BOOM DEFINICAO 1KG,7891150051614,UNILEVER,,28.29,28.29,,Santo Remedio,Sudeste,Sao Paulo
Condicionador Salon Line S.O.S Cachos Coco 300ML,7898524348509,SALON LINE,"Hidratação nutritiva e antiressecamento. O Condicionador Coco Tratamento Profundo S.O.S Cachos promove hidratação para os cachos e crespos além de contar com uma fórmula poderosa que age, principalmente, na recuperação estrutural dos fios, tornando-os muito mais saudáveis, controlados, brilhantes, selados e fortes.",22.99,22.99,,Santo Remedio,Sudeste,Sao Paulo
Vichy Ideal Soleil FSP60 Clarify Pele Extra Clara 40g,7899706161824,VICHY,,99.3,99.3,,Santo Remedio,Sudeste,Sao Paulo
Asepxia Sabonete Líquido Acne Detox Pele Mista 100ML,7898636191093,GENOMMA,,23.99,23.99,,Santo Remedio,Sudeste,Sao Paulo
REMOV.ESMALTE ACETONA 100ML ADV,7896230300033,ADV,,4.99,4.99,,Santo Remedio,Sudeste,Sao Paulo
Shampoo Clear Anticoceira Detox 200ml,7891150055711,UNILEVER,"Shampoo Clear Anticaspa Detox Antipoluição possui fórmula poderosa com o complexo natural de Chia, Gengibre e Açafrão da Índia, que proporciona cabelos nutridos e couro cabeludo mais forte. Produto sem adição de silicones, corantes e parabenos. 

Para que serve
Proporciona limpeza profunda dos resíduos e impurezas, além de nutrir o couro cabeludo, também restaura a saúde do cabelo e o couro cabeludo. Indicado para cabelo normal a oleoso. 

Modo de Usar 
Aplique nos cabelos molhados e massageie suavemente em todo o comprimento até as pontas. Enxágue abundantemente.",18.49,18.49,,Santo Remedio,Sudeste,Sao Paulo
CASTING CREME GLOSS 415 CHOC,7896014183098,LOREAL,,29.99,29.99,,Santo Remedio,Sudeste,Sao Paulo
ESMALTE COLORAMA CINT. ALGODAO DOCE,7899026414617,LOREAL,,6.49,6.49,,Santo Remedio,Sudeste,Sao Paulo
Hyalu B5 Creme Anti-Idade Repair 40ML,7899706167161,LA ROCHE- POSAY,,225.9,225.9,,Santo Remedio,Sudeste,Sao Paulo
CR.TRAT.ELSEVE REPAR.TOTAL 5 EXTRA PROF.,7898587764971,LOREAL,,26.99,26.99,,Santo Remedio,Sudeste,Sao Paulo
Esfoliante Facial Protex City Detox 150ML,7509546661223,COLGATE PALM,,33.99,33.99,,Santo Remedio,Sudeste,Sao Paulo
Neutrogena Tonico Acne Proofing 200ML,7891010974893,J&J DERMO,,51.9,51.9,,Santo Remedio,Sudeste,Sao Paulo
Condicionador Suave Hidratacao e Nutricao 325ml,7891150042216,UNILEVER,,6.79,6.79,,Santo Remedio,Sudeste,Sao Paulo
Protetor Solar Facial La Roche-Posay Anthelios Hydraox Anti-Idade com cor FPS 60 com 50g,3337875735780,LA ROCHE- POSAY,"O que é o La Roche-Posay Anthelios Hydraox Anti-Idade FPS 60 com Cor?O La Roche-Posay Anthelios Hydraox com Cor é um protetor solar facial anti-idade, que protege a pele contra a ação dos raios UVA, UVB, infravermelhos e dos danos causados pela poluição. Possui textura fluida, ultraleve de rápida absorção com acabamento nude.E lembre-se: o protetor solar facial é importante todos os dias, não só quando você for se expor ao sol. La Roche-Posay Anthelios Hydraox com Cor é multifuncional, pois enquanto protege ele ainda possui uma cobertura leve em cor nude, para você não precisar se preocupar com maquiagem.Para que serve o Protetor Solar La Roche-Posay Anthelios Hydraox Anti-Idade com Cor?Indicado para todos os tipos de pele, o Anthelios Hydraox Anti-Idade protege contra os raios solares ao mesmo tempo em que cuida da pele. É enriquecido com Vitamina E, um antioxidante eficaz, que ajuda a preservar o colágeno, prevenindo o envelhecimento.Sua fórmula conta com as tecnologias Hydraox e Netlock, que apresentam maior concentração de água termal de La Roche Posay e garantem ultra resistência a água, suor e areia, além de hidratar a pele com leveza e proporcionar toque seco imediato e acabamento nude adaptável a todos os tons de pele.Benefícios e diferenciaisAlta proteção contra raios UVA/UVB, FPS 60 e PPD 46.Fórmula enriquecida com Vitamina E e água termal La Roche-Posay.Protege contra a poluiçãoPrevine o envelhecimento.Acabamento nude.Ultra resistente à água e ao suor.Textura fluida ultraleve, absorção imediataNão pegajoso e nem oleoso (oil free).Não contém parabenos.Como usar o Protetor Solar La Roche-Posay Anthelios Hydraox Anti-Idade com Cor?Aplique de forma abundante sobre a pele antes da exposição ao sol, preferencialmente 30 minutos antes. Para manter a efetividade do Protetor Solar La Roche-Posay, reaplique o produto a cada 2 horas durante a exposição, principalmente após sudorese intensa, nadar ou secar-se com a toalha. Aplique uma quantidade adequada para cobrir todo o rosto. Quantidade insuficiente pode reduzir o fator de proteção.ComposiçãoAqua / Water, Alcohol Denat., Diisopropyl Sebacate, Silica, Isopropyl Myristate, Ethylhexyl Salicylate, Ethylhexyl Triazone, Bis-ethylhexyloxyphenol Methoxyphenyl Triazine, Butyl Methoxydibenzoylmethane, Glycerin, C12-22 Alkyl Acrylate/Hydroxyethylacrylate Copolymer, Propanediol, Drometrizole Trisiloxane, Perlite, Tocopherol, Caprylic/Capric Triglyceride, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol, Hydroxyethylcellulose, Terephthalylidene Dicamphor Sulfonic Acid, Triethanolamine, Trisodium Ethylenediamine Disuccinate, Parfum / Fragrance.AdvertênciasUso externo.Não ingerir.Caso haja contato com os olhos, lave-os abundantemente.Se houver irritação, suspenda o uso imediatamente e procure orientação médica.Mantenha fora do alcance das crianças.Este produto não oferece nenhuma proteção contra a insolação.Evite exposição prolongada ao sol.",99.9,99.9,,Santo Remedio,Sudeste,Sao Paulo
COL.PHEBO LIM.SICIL.200ML,7896512921741,GRANADO,,77.9,77.9,,Santo Remedio,Sudeste,Sao Paulo
Amilia Talco Líquido 80G,7897129301759,THERASKIN DERMO,,113.9,113.9,,Santo Remedio,Sudeste,Sao Paulo
Esmalte Risque Nudes Cremoso Tom do Meu Tom,7891350034455,COTY,"Sorria durante os seus dias com o Esmalte Risqué Nude Cremoso Tom Do Meu Tom. Toda a linha de esmaltes Risqué Nude Cremoso, além de apresentar textura única e cores envolventes, acompanha as tendências da moda, possibilitando diversas composições de looks e maximizando a beleza da sua maquiagem e acessórios. Com secagem rápida, use a sua imaginação e crie lindas nails art que farão sucesso aonde quer que você vá. Com fórmula especial, livre de componentes que costumam causar alergias, o Esmalte Risqué é perfeito para os cuidados diários. Apaixone-se pela cor, presencie a longa duração e viva a beleza de suas unhas de forma única com o Esmalte Risqué Nude Cremoso Tom Do Meu Tom.",5.99,5.99,,Santo Remedio,Sudeste,Sao Paulo
Agua Micelar Protex City Detox 250ml,7509546661292,PROTEX,,24.99,24.99,,Santo Remedio,Sudeste,Sao Paulo
CR.PENT.NIELY GOLD NUTRICAO PODEROSA 280,7896000722522,NIELY,,10.29,10.29,,Santo Remedio,Sudeste,Sao Paulo
Tintura Koleston 64 Acaju Acobreado,7891182016483,COTY,,23.99,18.99,21.0%,Santo Remedio,Sudeste,Sao Paulo
MASC.MINER.EFEIT.PEELING SCH 2,3337875533768,VICHY,,59.9,59.9,,Santo Remedio,Sudeste,Sao Paulo
Shampoo Salon Line S.O.S Cachos Coco 300ML,7898524348493,SALON LINE,,19.99,19.99,,Santo Remedio,Sudeste,Sao Paulo
TEATRICAL CR. FAC ANTI 100G,650240017964,GENOMMA,,25.98,25.98,,Santo Remedio,Sudeste,Sao Paulo
Tintura Biocolor Mini Kit Creme 4.5 Acaju Escuro Poderoso,7891350033458,COTY,,12.99,12.99,,Santo Remedio,Sudeste,Sao Paulo
Shampoo Dove Fortificante Men Care 400ML,7891150062528,UNILEVER,,21.99,21.99,,Santo Remedio,Sudeste,Sao Paulo
Vichy Ideal Soleil FPS70 Purify Claro 40g,7899706181068,VICHY,,89.9,89.9,,Santo Remedio,Sudeste,Sao Paulo
CR.PENT.S.LINE HIDRA CER.300,7898623956735,SALON LINE,"Força & brilho O Creme para Pentear Hidra Ceramidas da Salon Line hidrata e nutre, além de desembaraçar e dar brilho intenso, deixando os cabelos fortes e macios.",20.59,20.59,,Santo Remedio,Sudeste,Sao Paulo
Vichy Ideal Soleil FPS50 Antibrilo Toque Seco  40G,7899706146968,VICHY,,74.9,74.9,,Santo Remedio,Sudeste,Sao Paulo
Neutrogena Purified Skin Gel de Limpeza Facial 80G,7891010245207,J&J DERMO,"Purified Skin é um gel de limpeza facial da Neutrogena indicado para limpeza facial purificante e profunda. Seu uso contínuo proporciona uma pele livre de impurezas, toxinas e oleosidade, sem causar ressecamento. É ideal para peles mistas e oleosas. 

Sua fórmula conta com: Ácido Glicólico: promove a renovação celular, clareia manchas na pele e controla o excesso de oleosidade. 

Benefícios
Limpa profundamente a pele, sem ressecar e agredir. 
Desobstrui os poros. 
Reduz a oleosidade. 
Purifica a pele. 
Dermatologicamente testado. 

Como usar: Aplique sobre o rosto úmido, massageando em movimentos circulares. Enxágue por completo. 

Ingredientes: Aqua, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Hydroxysultaine, Cellulose, Sorbitol, Acrylates Crosspolymer-4, Sodium Hydrolyzed Potato Starch Dodecenylsuccinate, Glycolic Acid, Salicylic Acid, Polysorbate 20, Parfum, Microcrystalline Wax, Sodium Hydroxide, Menthol, Disodium EDTA, CI 77510, CI 42053. 

Advertências 
Uso externo. 
Não ingerir. 
Não aplique sobre a pele lesionada ou irritada. 
Não usar diariamente. 
Não aplique nas pálpebras e ao redor dos olhos. 
Mantenha fora do alcance de crianças. 
Em caso de contato acidental com os olhos, enxágue abundantemente. 
Havendo irritação, suspenda o uso e procure orientação médica. 
Não use em crianças. 
Mantenha fora do alcance das crianças.",29.99,29.99,,Santo Remedio,Sudeste,Sao Paulo
Vichy Liftactiv Aox Serum Antioxidante Antissinais 10ML,7899706169608,VICHY,,199.9,199.9,,Santo Remedio,Sudeste,Sao Paulo
Anthelios XL Protect FPS70 Fluido 120ML,7899706134231,LA ROCHE- POSAY,,98.29,98.29,,Santo Remedio,Sudeste,Sao Paulo
Máscara Tratamento Seda Boom Nutre 300G,7891150058026,UNILEVER,,7.79,7.79,,Santo Remedio,Sudeste,Sao Paulo
Tintura Biocolor Mini Kit Creme 4.7 Marrom Escuro Da Moda,7891350033465,COTY,,12.99,12.99,,Santo Remedio,Sudeste,Sao Paulo
Shampoo Clear Anti Caspa Detox Diario Leve 400ML Pague 330ML,7891150067561,UNILEVER,,31.49,31.49,,Santo Remedio,Sudeste,Sao Paulo
Shampoo Clear Anticaspa Detox Diario 200ml,7891150055698,UNILEVER,"Clear Detox Diário é um shampoo com complexo verde que proporciona um detox e uma nutrição do couro cabeludo, mantendo-o saudável, livre da caspa e de outros problemas do couro cabeludo. 

O que é: É uma combinação de extratos de chá verde, pepino e kiwi. 
Pepino e Chá verde: Possuem alta concentração de nutrientes umectantes e restauradores, como as vitaminas B e C, que hidratam e nutrem o cabelo e o couro cabeludo. O chá verde possui propriedades antifúngicas e é um esfoliante poderoso que ajuda a reduzir a caspa. 
Kiwi: Rico em vitaminas que nutrem o cabelo e o couro cabeludo. 

Benefícios de Clear Detox DiárioProporciona limpeza profunda dos resíduos e impurezas. Nutre e restaura a saúde do cabelo e do couro cabeludo. 
Shampoo livre de silicones, corantes e parabenos. 

Como usar: Aplique no cabelo molhado e no couro cabeludo. 
Enxágue completamente. 
Se desejar, repita o procedimento. 
Para melhores resultados, use diariamente. 

Advertências 
Uso externo. 
Não ingerir. Caso haja contato com os olhos, lave-os abundantemente. 
Se houver irritação, suspenda o uso imediatamente e procure orientação médica. 
Conservar em local fresco e arejado. 
Mantenha fora do alcance das crianças.",18.98,18.98,,Santo Remedio,Sudeste,Sao Paulo
SH.NUTR OLEO DE COCO HF 275ML,7898497187136,HAIR FLY,"O Shampoo Óleo de Coco Real limpa suavemente os cabelos sem deixá-los secos, pois contém todas as propriedades hidratantes do óleo de coco.",15.99,15.99,,Santo Remedio,Sudeste,Sao Paulo
CILIOS KISS NY DIVA 04 KPE24NB,731509638097,KISS,"Os cílios postiços Diva são feitos de fios naturais, longos e espalmados, ideais para abrir e realçar o olhar de forma marcante. São muito versáteis e perfeitos para serem utilizados em qualquer tipo de ocasião. 
                                                                                                                                                                                                                                                                                                                                                                     Modo de uso: Antes de colar os cílios postiços, apoie-os em seus cílios naturais para ver se encaixam adequadamente no formato dos seus olhos. Caso precise ajustar, corte alguns tufos na lateral externa. Em seguida, aplique a cola de cílios inteiriços na base dos cílios postiços e espere cerca de 30-60 segundos, até que a consistência fique pegajosa. Posicione os cílios postiços rente aos cílios naturais, mantendo-os na posição, espere secar totalmente e prepare-se para um resultado surpreendente. 
                                                                                                                                                                                                                                                                                                                                                                     Dica: Dependendo da forma de uso, os nossos cílios postiços podem ser usados até 5 vezes. Para reutilizá-los, após o uso e remoção, o importante é limpá-los cuidadosamente com um pouco de demaquilante bifásico para retirar qualquer tipo de resíduo, como cola e máscara. Por fim, conserve-os no formato original na embalagem do produto.",35.99,35.99,,Santo Remedio,Sudeste,Sao Paulo
Skinceuticals Serum Clareador Discoloration Defense 30ML,7899706156912,LOREAL SKINCEUTICALS,,319.9,319.9,,Santo Remedio,Sudeste,Sao Paulo
ESPONJA P/BASE REDONDA SPO01BR,731509679120,KISS,"Esponja para base. Kiss New York RK by Kiss Esponja Compacta Redonda é perfeita para aplicar e espalhar a maquiagem líquida e cremosa sobre o rosto. Kiss New York Ruby Kisses Esponja Compacta Redonda confere um acabamento natural à pele de forma prática. Você conquista um visual bonito, com aspecto uniforme. 

Como usar: Coloque uma pequena quantidade de base líquida e aplique sobre a pele, pressionando levemente.",10.99,10.99,,Santo Remedio,Sudeste,Sao Paulo
