,Produto,EAN,Marca,Descrição,Preço sem desconto,Preço com desconto,% de desconto,Farmácia,Região,Cidade,Unnamed: 0
10910,Cloridrato de Metformina 500mg 30 Comprimidos Teuto,7896112126478.0,METFORMINA,"O cloridrato de metformina não substitui os benefícios de uma vida saudável. Continue a seguir a dieta que o seu médico lhe recomendou e procure fazer exercícios regularmente.  Tome os comprimidos durante ou depois de uma refeição, iniciando o tratamento com doses pequenas que podem ser gradualmente aumentadas. Isto permite reduzir a ocorrência de efeitos secundários gastrintestinais. Engula cada comprimido com um copo de água.",8.57,8.14,5,Drogaria Globo,Sudeste,São Paulo,8056.0
10911,Solução Oftalmica Mirugell 15Ml,7896676435221.0,MIRUGELL,"Mirugell é um lubrificante oftálmico usado para o alívio temporário da irritação, vermelhidão e ardor devido ao olho seco, para o alívio temporário do desconforto devido a pequenas irritações do olho ou a exposição ao sol. Seu uso é contraindicado em caso de alergia aos componentes da fórmula.",59.61,55.97,6,Drogaria Globo,Sudeste,São Paulo,8057.0
10912,Tintura Biocolor Kit Creme Cor 2.0 Preto Azulado Incrível,7891182980029.0,BIOCOLOR,"A tintura Biocolor transforma a cor dos fios em apenas 20 minutos, tornando o processo de coloração tão facilitado e rápido que pode ser feito diretamente de casa. Garantindo cobertura uniforme e fixação de longa duração, com muito cuidado aos fios e uma dose extra de praticidade e segurança. Além disso, possui tecnologia que suaviza o cheiro da amônia, tornando a aplicação muito mais agradável.",14.49,14.49,0,Drogaria Globo,Sudeste,São Paulo,8058.0
10913,Colágeno Tipo II + Ácido Hialurônico Condringen HA 40mg + 80mg 30 Cápsulas,7898593052765.0,Condrigen,Colágeno Tipo II + Ácido Hialurônico Condringen HA 40mg + 80mg 30 Cápsulas,88.99,88.99,0,Drogaria Globo,Sudeste,São Paulo,8059.0
10914,Flutinol Suspensão Oftálmica 5ml,7896180300213.0,FLUTINOL,"Flutinol é indicado para o tratamento de condições alérgicas e inflamatórias da conjuntiva palpebral e bulbar, córnea e segmento anterior do olho que respondem aos esteroides.",37.75,29.27,22,Drogaria Globo,Sudeste,São Paulo,8060.0
10915,"Travatan Solução Oftálmica 2,5ml",7896548197035.0,TRAVATAN,"Indicado para redução da pressão intraocular em pacientes com glaucoma de ângulo aberto, glaucoma de ângulo fechado em pacientes submetidos previamente a iridotomia e hipertensão ocular.",175.54,161.5,8,Drogaria Globo,Sudeste,São Paulo,8061.0
10916,Toalha Umedecida Mamypoko Toque Suave 200 Unidades,7898656390629.0,MAMYPOKO,"Toalhas umedecidas Mamypoko toque suave são ultra macias e resistentes, removendo delicadamente as impurezas e não rasgam com facilidade. Contém extrato aloe vera, não contém álcool etílico e foram dermatologicamente testados. Ideais para a higiene diária do seu bebê",41.79,41.79,0,Drogaria Globo,Sudeste,São Paulo,8062.0
10917,Fralda Mamypoko Super Seca Mega Tamanho M 50 Unidades,7898953823073.0,MAMYPOKO,"Seu bebê merece sempre o que há de melhor e, se tratando de fralda, quanto mais absorção mais sequinha a pele do bebê fica e menor é o incomodo na pele. A fralda MamyPoko Super Seca Mega possui ondas que absorvem o xixi imediatamente e tem capacidade de absorver até 5 (cinco) copos de líquidos, evitando vazamentos e permitindo que seu bebê se movimente sem problemas. Durante o soninho a absorção pode chegar até 12 horas, esse tempo pode variar de acordo com os hábitos e características de cada criança. O mais legal é a cobertura macia e respirável que, por ser feita de um material parecido com o algodão promove um toque suave, libera o calor da pele e a umidade, garantindo mais conforto para a pele do seu bebê.",44.79,44.79,0,Drogaria Globo,Sudeste,São Paulo,8063.0
10918,Vitersol Dk2 30 Comprimidos,7896226109312.0,VITERSOL,"ViterSol DK2 é o primeiro suplemento que possui associação1 de Vitamina D potencializada pela K22,3 auxiliando a saúde óssea com benefício cardiovascular.",67.99,67.99,0,Drogaria Globo,Sudeste,São Paulo,8064.0
10919,Condicionador Lola Camomilinha 250ml,7899572811069.0,LOLA,"Condicionador Camomilinha Lola Cosmetics - 250ml Para cabelos claros, macios e iluminados. Indicado para 3-12 anos. Condiciona os fios sem agredir.",22.09,22.09,0,Drogaria Globo,Sudeste,São Paulo,8065.0
10920,"Esmalte Impala Acalma Mente Ficar Na Boa 7,5ml",7896111996508.0,IMPALA,"Estamos em uma era onde o stress está presente na rotina de praticamente todos nós. Pressão, ansiedade, cansaço, acabam afetando diretamente nossa qualidade de vida e cada vez mais buscamos conforto e fugir da realidade. Uma das formas de minimizar as sensações estressantes é realizando rituais de autocuidado, fazendo uma pausa para reflexões, meditação, respiração, skincare e dentre eles, o cuidado com as unhas, e disso entendemos bem! E na maioria dessas práticas as fragrâncias estão presentes para transmitir sentimentos de segurança, calma e felicidade. Como forma de contribuir ainda mais com rituais de bem-estar a Impala desenvolveu a coleção de Primavera/2022 Acalma-Mente, que vai tornar seu momento de autocuidado ainda mais prazeroso não só com as lindas cores escolhidas entre as tendências da estação, mas também como uma fragrância especial para perfumar seu momento. Com notas olfativas de folhas verdes, flores e frutal de pêssego, que promovem sensação de calma, conforto e felicidade, minimizando os estresses diários. A coleção é composta por 7 cores e um Óleo Bifásico Multifuncional que contém vitamina E, D-Pantenol e blend de óleos, para maior proteção, nutrição e hidrata",4.99,4.99,0,Drogaria Globo,Sudeste,São Paulo,8066.0
10921,Esmalte Colorama Toda Produzida 8ml,7908615020280.0,COLORAMA,Esmalte Colorama Toda Produzida 8ml,5.49,5.49,0,Drogaria Globo,Sudeste,São Paulo,8067.0
10922,Preservativo Olla Play com 6unidades,7896222721181.0,OLLA,"Olla Play vem com mais lubrificante e formato anatômico especial, que se ajusta melhor ao pênis e desliza com mais facilidade.",9.59,9.59,0,Drogaria Globo,Sudeste,São Paulo,8068.0
10923,Creme Dental Colgate Pro Alívio Imediato Gengivas 140g,7509546672298.0,COLGATE,"Pasta dental com tecnologia exclusiva da Arginina com Dual Zinc, Zinco para alivio imediato e eficaz dos dentes sensíveis. Clinicamente comprovado.",15.46,15.46,0,Drogaria Globo,Sudeste,São Paulo,8069.0
10924,Escova Dental Johnsons Reach Professional Grande 40 Macia,7891010041427.0,REACH,"Produtos da mais alta qualidade, que têm tudo para proporcionar uma escovação eficaz, gengivas protegidas e dentes muito mais saudáveis.",14.59,14.59,0,Drogaria Globo,Sudeste,São Paulo,8070.0
10925,Vitalux Plus Ômega 3 30 Cápsulas,300658950123.0,VITALUX,"É um suplemento à base de ácidos graxos, enriquecido com vitaminas e minerais. Foi desenvolvido especialmente para garantir a saúde dos olhos, que pode sofrer alterações com a idade.Sua fórmula conta com nutrientes antioxidantes que favorecem o bom funcionamento do organismo como um todo.",131.49,131.49,0,Drogaria Globo,Sudeste,São Paulo,8071.0
10926,Parasin Suspensão Oral 10ml,7896658002670.0,PARASIN,Parasin é usado para tratar uma grande variedade de condições causadas por vermes ou parasitas.,16.44,13.65,17,Drogaria Globo,Sudeste,São Paulo,8072.0
10927,Pó Compacto Vult Soleil Bronze Iluminador e Bronzer 6g,7899852021065.0,VULT,"Pó compacto 2 em 1: iluminador e bronzer.  Neutraliza o brilho do rosto. Efeito iluminado e bronzeado. Textura leve, aveludada, ultrafina e com partículas finas de brilho. Vegano e cruelty free.",31.49,31.49,0,Drogaria Globo,Sudeste,São Paulo,8073.0
10928,Esmalte Risque Cremoso Café Central Perk Bl 8ml,7891350037906.0,RISQUE,Esmalte Risque Café Central Perk Bl possui uma textura cremosa e com uma coloração marrom escuro.,5.99,5.99,0,Drogaria Globo,Sudeste,São Paulo,8074.0
10929,Elástico Para Cabelo Lanossi Hair Cloud Flor 2 Unidades,7896001025424.0,Lanossi,Elástico Para Cabelo Lanossi Hair Cloud Flor 2 Unidades,19.99,19.99,0,Drogaria Globo,Sudeste,São Paulo,8075.0
10930,Condicionador Elseve Pure Hialurônico 400ml,7899706244060.0,LOREAL PARIS,,26.99,26.99,0,Drogaria Globo,Sudeste,São Paulo,8076.0
10931,Bebida Láctea Nescafé Nestlé 270ML,7891000110829.0,NESTLE,Bebida Láctea Nescafé Fast Smoovlatté Praticidade em qualquer lugar e a qualquer momento na hora de se alimentar é possível com a bebida láctea Nescafé Smoovlatté Fast.,7.99,7.99,0,Drogaria Globo,Sudeste,São Paulo,8077.0
10932,Vitamina Neo Química Homem 60comprimidos,7896714273471.0,VITAMINA NEO QCA,Vitamina Neo Química Homem 60comprimidos.,21.99,21.99,0,Drogaria Globo,Sudeste,São Paulo,8078.0
10933,Fio Dental Flosser Infantil Crayola 40 Unidades,70942303101.0,GUM,"Fio Dental Crayola desliza facilmente entre os dentes. Para uma limpeza completa na sua higiene bucal use o Fio Dental Crayola que alcança áreas onde a escova não alcança e proporciona um hálito mais fresco, por mais tempo, devido ao seu refrescante aroma.",17.69,17.69,0,Drogaria Globo,Sudeste,São Paulo,8079.0
10934,Fralda Geriátrica Tena Dermacare Slip G Unissex Leve 24 Pague 22 Unidades,7896770982348.0,TENA,,93.99,93.99,0,Drogaria Globo,Sudeste,São Paulo,8080.0
10935,Alenia 12 MCG+400 MCG 60 Cápsulas + Inalador,7896181918950.0,ALENIA,"Indicado para a melhora e controle da falta de ar em pacientes com broncoconstricção ou broncoespasmo (contração da musculatura do brônquio provocando um fechamento parcial do mesmo), em pacientes que são portadores de asma brônquica e em pacientes portadores da doença pulmonar obstrutiva crônica, doenças estas que causam diminuição da capacidade de respirar adequadamente.",188.22,173.16,8,Drogaria Globo,Sudeste,São Paulo,8081.0
10936,Xarope Catarinense Hedera Helix L. 7mg/ml 150ml,7896023703508.0,HEDERA,Xarope Catarinense Hedera Helix L. 7mg/ml 150ml,28.22,24.46,13,Drogaria Globo,Sudeste,São Paulo,8082.0
10937,Creme Facial Milimetric Antirrugas com 30g,7897947600812.0,MILIMETRIC,"Milimetric feito com extratos especiais promove hidratação e melhora o aspecto da pele.Reduz os sinais de rugas e linhas de expressão,tonificando e reafirmando a pele.",45.99,45.99,0,Drogaria Globo,Sudeste,São Paulo,8083.0
10938,Sorvete Kibon Cremosíssimo 4 em 1 2L,7891150055957.0,KIBON,A combinação perfeita de felicidade.,52.19,52.19,0,Drogaria Globo,Sudeste,São Paulo,8084.0
10939,"Olmesartana Medoxomila 20mg + Hidroclorotiazida 12,5mg Genérico Eurofarma 30 Comprimidos",7891317123956.0,EUROFARMA - GEN?RICO,"Este medicamento é indicado para o tratamento da pressão arterial alta, ou seja, a pressão cujas medidas estejam acima de 140 mm Hg (pressão ?alta? ou sistólica) ou 90 mm Hg (pressão ?baixa? ou diastólica).",58.52,23.88,59,Drogaria Globo,Sudeste,São Paulo,8085.0
10940,Fralda Huggies Supreme Care Mega Tamanho g 32 Unidades,7896007548415.0,HUGGIES,"Inspirada nos seus abraços foi criada Huggies Supreme Care possui exclusiva camada de proteção MaxiSec, que absorve o xixi e mantém até 3x mais seca.",54.99,54.99,0,Drogaria Globo,Sudeste,São Paulo,8086.0
10941,Cetoconazol 20mg/g Genérico Medley Shampoo 110ml,7896422506823.0,CETOCONAZOL,"O cetoconazol shampoo é indicado para caspa, dermatite seborreica (seborreia, oleosidade), pitiríase versicolor (pano branco).",46.36,29.44,36,Drogaria Globo,Sudeste,São Paulo,8087.0
10942,"Travoprosta 0,04mg/ml Genérico Medley Solução Oftálmica 2,5ml",7896422533713.0,TRAVOPROSTA,"A travoprosta é indicada para redução da pressão intraocular em pacientes com glaucoma de ângulo aberto, glaucoma de ângulo fechado em pacientes submetidos previamente a iridotomia e hipertensão ocular.",91.71,38.62,58,Drogaria Globo,Sudeste,São Paulo,8088.0
10943,Esmalte Vult Pedra Fluorita 8ml,7899852014562.0,VULT,"Esmalte para unhas com diversos acabamentos. Vult 5Free possui fórmulas de alta cobertura, secagem rápida e longa duração com cores que combinam com sua personalidade.",10.39,10.39,0,Drogaria Globo,Sudeste,São Paulo,8089.0
10944,Unhas Ricca Naturais Com Curvatura,7897517913373.0,RICCA,"A Linha de Unhas Postiças Ricca trás diferentes opções de cores, tamanhos e formatos que deixam o resultado da aplicação muito mais natural. Embalagem com 24 Unidades. Modelo Quadrado Médio.",8.59,8.59,0,Drogaria Globo,Sudeste,São Paulo,8090.0
10945,Lancetas Accu Check Fastclix 102 Unidades,4015630058501.0,ACCU CHEK,"As Lancetas possuem espessura mais fina que promove mais conforto, durabilidade de 102 punções e tambor que pode ser descartado diretamente no lixo. Indicado para uso no lancetador Accu-chek Fastclix.",73.49,73.49,0,Drogaria Globo,Sudeste,São Paulo,8091.0
10946,Amolecedor de Cutícula Farmax em Creme com 100ml,7896902205246.0,FARMAX,"O Amolecedor Cutículas Creme Farmax 100ml tem uma fórmula especialmente desenvolvida com glicerina e manteiga de karité, dois ativos que promovem profunda hidratação nas cutículas. Assim, fica muito mais fácil e prático removê-las.",5.19,5.19,0,Drogaria Globo,Sudeste,São Paulo,8092.0
10947,Sérum Facial Anti-Idade La Roche-Posay Pure Vitamin C10 15ml,7899706193672.0,LA ROCHE POSAY,,188.39,188.39,0,Drogaria Globo,Sudeste,São Paulo,8093.0
10948,Denpryx 500mg 10 Comprimidos,7898040328221.0,DENPRYX,,108.15,83.5,23,Drogaria Globo,Sudeste,São Paulo,8094.0
10949,Monitor de Pressão Arterial de Braço Omron 7142,7898949253761.0,OMRON,,261.19,261.19,0,Drogaria Globo,Sudeste,São Paulo,8095.0
10950,Euprostantin 2mg 30 Comprimidos,7894916505215.0,EUPROSTANTIN,"Euprostatin é indicado para o tratamento dos sintomas da hiperplasia prostática benigna - HPB - (doença caracterizada pelo aumento benigno da próstata), assim como para o tratamento da redução do fluxo urinário associada à HPB.",44.98,37.16,17,Drogaria Globo,Sudeste,São Paulo,8096.0
10951,Sabonete Líquido Johnsons Baby Infantil Hora do Sono 400ml,7891010870713.0,J&J BABY,"O Sabonete Líquido Johnsons Hora do Sono foi desenvolvido para ajudar o seu bebê a dormir mais rápido e por mais tempo, além de deixar a pele com um cheirinho suave. Dermatologicamente testado e hipoalergênico.",39.79,39.79,0,Drogaria Globo,Sudeste,São Paulo,8097.0
10952,Mamadeira Multikids Boys And Girls Ortonatural Azul 125ml,7899838800530.0,MULTIKIDS,"A Multikids Baby tem o compromisso de desenvolver o que há de melhor e mais avançado para o desenvolvimento dos bebês. Por isso os bicos de mamadeira possuem o formato ortodôntico, similar ao seio materno durante a amamentação, para uma alimentação ainda mais natural.",15.59,15.59,0,Drogaria Globo,Sudeste,São Paulo,8098.0
10953,Drapolene Creme 40g,7898040320867.0,FARMOQUIMICA,"Drapolene Creme é indicado para prevenção de assaduras, protegendo a pele bebê e mantendo a hidratação natural. Drapolene Creme visa bloqueia o contato da pele do bebê, com a urina e as fezes, evitando que estas entrem em contato que causam assaduras.",26.37,26.37,0,Drogaria Globo,Sudeste,São Paulo,8099.0
10954,Prós HP 2+5MG 30 Cápsulas,7899420503597.0,PROS,"Prós é indicado para o tratamento dos sintomas da hiperplasia prostática benigna - HPB - (doença caracterizada pelo aumento benigno da próstata), assim como para o tratamento da redução do fluxo urinário associada à HPB.",154.0,132.01,14,Drogaria Globo,Sudeste,São Paulo,8100.0
10955,Glaub MD Solução Oftálmica 5ml,7896006208266.0,GLAUB,Glaub é indicado no tratamento de pacientes com glaucoma de ângulo aberto ou pressão ocular elevada (pressão aumentada dentro dos olhos).,35.61,29.79,16,Drogaria Globo,Sudeste,São Paulo,8101.0
10956,Pasta de Dente Colgate Luminous White Glow 70g,7509546676258.0,COLGATE,,17.39,17.39,0,Drogaria Globo,Sudeste,São Paulo,8102.0
10957,Kit Medidor de Glicose OneTouch Ultra Mini Monitor + 10 Tiras + 10 Lanc + Lancet + 50 Tiras Grátis,7891338701423.0,ONETOUCH,"O Medidor OneTouch UltraMini é um teste completo; ele cabe dentro de bolsos e bolsas, resultados rápidos em apenas 5 segundos, tela grande facilita a leitura.",104.99,104.99,0,Drogaria Globo,Sudeste,São Paulo,8103.0
10958,Lancheira Térmica Multikids Gato (Chica) Baby,7899838810027.0,MULTIKIDS,"Transformar o dia dos pequeninos em mundo mágico e de aventuras agora ficou fácil e super simples!? com as lindas mochilas térmicas da Multikids Baby, o dia a dia da criançada será repleto de diversão e companheirismo. São 4 lindos modelos, dos bichinhos mais amados: cachorro, gato, girafa e macaco, à sua escolha.",129.9,129.9,0,Drogaria Globo,Sudeste,São Paulo,8104.0
10959,Kit Aparelho de Depilação Bic Soleil Clic + 6 Cargas,3086123549982.0,BIC SOLEIL,O Aparelho Depilatório BIC Soleil oferece 3 lâminas de cromo proporcionando um depilar mais rente.,17.79,17.79,0,Drogaria Globo,Sudeste,São Paulo,8105.0
