,Produto,EAN,Marca,Descrição
8221,"Fita Microporosa Bege Cremer 1,2CM X 4,5M",7891800665017,CREMER,
8222,Sabonete Líquido Xuxinha Sem Corante 210Ml,7896020159919,BS-BARUEL,
8223,CS 5460B Escova dental CURAPROX adulto,7612412546002,CURAPROX,
8224,Enxaguante Bucal para dentes sensíveis Colgate Sensitive Pro-Alívio 250ml,7891024030813,COLGATE-PALMOLIVE,
8225,Mamadeira Natural Color 250Ml Bico Colorido Universal Rosa Kuka,7896000615428,KUKA,
8226,LENCO UMED HUGGIES PURE CARE L4P3,7896018704022,KIMBERLY,
8227,Mamadeira Nuk My First Tamanho 2 Menino 300Ml,7896098807613,NUK,
8228,Escova De Dente Condor Medic Macia Leve 2 Pague 1,7891055804698,CONDOR,
8229,Chupeta Nuk Girl Silicone Tamanho 2 6 Meses,7896098803288,NUK,
8230,BICO KUKA SIL REDON 5025,7896000650252,KUKA,
8231,Creme Contra Assaduras Theraskin Cetrilan 40G,7897129303890,THERASKIN,
8232,Nivea Protetor Solar Hidratante Labial Sun Protect Alta Proteção Fps 30 4 8 G,7890704851335,BDF NIVEA,
8233,Cremer Fralda Hiper M 4 x 68 Un Hp,7898133019579,ONTEX,
8234,Kit De Viagem Ricca 2 Frascos Colors,7897517933203,BELLIZ COMPANY IND,
8235,Fórmula Infantil Aptamil Proexpert Pepti 800G,7891025119982,DANONE,
8236,Mamadeira Lillo Miniform Azul 50Ml,7896033221016,LILLO,
8237,Kit Escova Dental Sanifill Pack Com 6 Und,7896114313210,COTY BRASIL,
8238,ESC DENT ORAL B DETOX ULTRA 3UN,7500435138703,PROCTER & GAMBLE PER,Escova Dental Extramacia Ultrafino Oral-B Gengiva Detox 3 Unidades
8239,Shampoo Turma Da Xuxinha Sono Tranquilo 400Ml,7896020162216,BS-BARUEL,
8240,Escova Dental Infantil Oral-B Mickey 2 Unidades,7500435127417,PROCTER & GAMBLE PER,
8241,PEDIASURE COMPLETE BAUNILHA 400G,7891158027871,ABBOTT OTC,
8242,ESC DENT C/ PROTETOR MUNDO BITA,7898585291165,POWERDENT,
8243,Complemento Alimentar Sustagen Adultos+ Sabor Morango - Lata 400g,7898941911041,SUSTAGEN,
8244,Hidratante Paixao 200Ml Inspiradora,78907850,COTY BRASIL,
8245,Shampoo e Condicionador Acqua Kids Cabelos Cacheados 250ml,7896085863493,NAZCA COSMET,
8246,Talco Antisséptico Barla 140G,7896806700076,LEITE DE ROSAS,
8247,Bepantriz Derma Creme Com 20G,7897947612273,SIFARMA LTDA,
8248,Creme Dental para dentes sensíveis Colgate Sensitive Pro-Alívio 50g,7891024123560,COLGATE-PALMOLIVE,
8249,FRALDA MAMYPOKO CALCA JUMBO P 46UND,0789865390630,UNICHARM,
8250,Sabonete Líquido Johnson’s Recém Nascido 200Ml,7891010579289,J & J,
8251,Solução Bucal Periotrat Menta Sem Álcool 250Ml,7896331705140,HERTZ,
8252,ESC DENT D CLEAN PEPPA ESCOLAR MACIA,7898185413202,DENTALCLEAN,
8253,Fralda Calça Infantil MamyPoko Dia&Noite XXG 22 Unidades,7898656390230,UNICHARM,
8254,Complemento Alimentar Sustagen Kids Sabor Chocolate - Lata 380g,7898941911065,SUSTAGEN,
8255,Loção Deo Hidratante Nivea Milk Hidratação Profunda 200Ml,4005808309436,BDF NIVEA,
8256,Kit Tra La La Shampoo Condicionador Creme Pent Hidrakids,7896115702860,PHISALIA,
8257,NEOCATE LCP UPGRADE 400G,5016533657838,DANONE,
8258,LENCO UMED HUGGIES ONE DONE L4P3,7896018704015,KIMBERLY,
8259,Creme Dental para dentes sensíveis Colgate Sensitive Pro-Alívio 110g,7891024132647,COLGATE-PALMOLIVE,
8260,Parodontax Original Creme Dental para Prevenção do Sangramento das Gengivas 50g,7896015527440,GLAXO OTC,
8261,Escova Dental Macia Dentalclean Ideal Intelligent Cabeça 35,7898185412243,DENTALCLEAN,Escova Dental Macia Dentalclean Ideal Intelligent Cabeça 35
8262,Touca Para Banho Prada 391,7897517903916,BELLIZ COMPANY IND,
8263,Refil Sabonete Líquido Glicerina Granado Lavanda 250Ml,7896512922472,GRANADO,Sabonete Líquido de Glicerina Lavanda Granado Bebê Sachê 250ml Refil
8264,Creme Preventivo De Assaduras Huggies Puro E Natural 80G,7896018704169,KIMBERLY,Creme Preventivo de Assaduras sem Perfume Huggies Puro e Natural Caixa 80g
8265,Kit Infantil De Higiene Oral Hot Wheels Com Escova Gel Dental Leve Mais Pague Menos Condor,7891055813706,CONDOR,
8266,Esponja Ricca Para Zoo Banho Kids,7897517903022,BELLIZ COMPANY IND,
8267,Condicionador Baby Dove para Cabelos Claros 200 ML,7891150045347,UNILEVER,
8268,Shampoo Johnson X27 S Gotas De Brilho 200Ml,7891010601164,J & J,
8269,Fórmula Infantil Aptamil Proexpert Sl 800G,7891025107323,DANONE,Fórmula Infantil para Lactentes Destinada a Necessidades Dietoterápicas Específicas com Restrição de Lactose ProExpert SL Aptamil Lata 800g
8270,Gel Dental Infantil Com Flãor Tutti Frutti Barbie Condor Kids Caixa 50G,7891055394212,CONDOR,
8271,Gel Dental Infantil Sem Flúor Snoopy Sabor Morango 50G Condor,7891055538814,CONDOR,Gel Dental Infantil sem Flúor Morango Snoopy Condor Baby Caixa 50g
8272,Chupeta Neopan Color Ortodontica2 Rosa,7896036547229,NEOPAN,
8273,PEDIASURE COMPLETE MORANGO 850G,7891158105173,ABBOTT OTC,
8274,Creme Dental Infantil Colgate Teen Titans Go 60g,7891024000427,COLGATE-PALMOLIVE,
8275,Escova Dental Oral-B Indicator Color Collection - 4 unidades,7500435113823,PROCTER & GAMBLE PER,
8276,Escova Dental Macia Barbie Condor Júnior Cabeça P Grátis Estojo Protetor,7891055323908,CONDOR,
8277,Escova Interdental 0.8mm GUM,0070942303460,GUM,
8278,PEDIASURE COMPLETE CHOCOLATE 400G,7891158028137,ABBOTT OTC,
8279,TOALHAS UMEDECIDAS DRYBABY PLUS 50 UNIDADES,7896770902780,ESSITY,
8280,Fórmula Infantil Aptamil Proexpert Pepti 400G,7891025119999,DANONE,Fórmula Infantil para Lactentes Destinada a Necessidades Dietoterápicas Específicas com Proteína Láctea Extensamente Hidrolisada ProExpert Pepti Aptamil Lata 400g
8281,"LABY PROTETOR SOLAR LABIAL FPS 50 4,5G",7896186002166,BRAVIR,Indicado para proteção solar labial em momentos de exposição prolongada ao sol. Também deve ser usado para prevenção e hidratação de ressecamentos.
8282,Fio Dental Colgate Total Menta 50m,7891024183021,COLGATE-PALMOLIVE,
8283,Escova De Dentes Extreme Ice Leve 2 Preço Especial Pontas Ultrafinas Dentalclea,7898185414100,DENTALCLEAN,
8284,Fio Dental Sanifill Clássico 100M,7896114300302,COTY BRASIL,
8285,HIDR NIVEA FIRMADOR Q10 VITAM C 400ML,4005900116192,BDF NIVEA,
8286,Enxaguante Bucal Colgate Plax Fresh Mint 250ml,7891024136409,COLGATE-PALMOLIVE,
8287,Creme Dental Infantil Oral-B Mickey 50g,7500435127363,PROCTER & GAMBLE PER,
8288,Creme Dental Colgate Total 12 Gengiva Reforçada 140g,7891024033289,COLGATE-PALMOLIVE,
8289,CR DENT CLOSE UP BIOATIVA PROTECAO 70G L3P2,7891150061934,UNILEVER,
8290,FRALDA HUGGIES TRIPLA MEGA XXG 32 UN,7896007551347,KIMBERLY,Fralda Descartável Infantil Xtra-Protect Huggies Tripla Proteção XXG 14 a 18kg Pacote 32 Unidades
8291,Creme Dental Infantil Peppa Pig Com Flúor Sabor Tutti Frutti 50G Dentalclea,7898185413288,DENTALCLEAN,Gel Dental Infantil Anticárie com Flúor Tutti Frutti Peppa Pig Dentalclean Caixa 50g
8292,CK 4260B Baby Escova dental infantil CURAPROX,7612412426007,CURAPROX,
8293,"Bepantol Baby Lenços Umedecidos Para Bebês, Bepantol, 48 unidades",7891106915052,BAYER OTC,
8294,BICO MAMAD AVENT CLASSIC N4,7896409515428,AVENT,
8295,ESC DENT JJ REACH CONFORT CLEAN GD 1UN,0810508000507,J & J,
8296,Protetor Australian Gold Instant Bronzer Spray FPS15 125Ml,7891033718658,AUSTRALIAN GOLD,
8297,Escova de Dente Colgate Ultra Soft Edição Especial 1 unid,7891024021590,COLGATE-PALMOLIVE,
8298,Kit Dental Infantil Condor Lilica Ripilica Escova Dental E Gel Dental Ref: 8160,7891055813805,CONDOR,
8299,Shampoo 400Ml Giby Roxo,7896044956464,GIOVANA BABY,
8300,FRALDA MAMYPOKO CALCA D&N JUMBO M 34UND,7898656390209,UNICHARM,
8301,PASSA FIO DENTAL D CLEAN L30P25,7898185410263,DENTALCLEAN,
8302,Refil Sabonete Líquido De Glicerina Granado Bebê Erva Doce 250Ml,7896512922465,GRANADO,Sabonete Líquido de Glicerina Erva-Doce Granado Bebê Sachê 250ml Refil
8303,Fralda Pampers Pants Premium Care G 68 unidades,7500435145985,PROCTER & GAMBLE PER,
8304,Gel Dental Infantil Sem Flãor Morango Barbie Condor Baby Caixa 50G,7891055394205,CONDOR,Gel Dental Infantil sem Flúor Morango Barbie Condor Baby Caixa 50g
8305,Desodorante Hidratação E Nutrição Corporal Davene Leite De Aveia Clássico Frasco 400Ml,7898489512656,DAVENE,Desodorante Hidratação e Nutrição Corporal sem Perfume Hipoalergênico Davene Leite de Aveia Clássico Frasco 400ml
8306,Enxaguante Bucal Colgate Plax Ice Infinity 1000ml Promo Grátis 300ml,7891024027370,COLGATE-PALMOLIVE,
8307,Gel Dental Poder Antibac com Zinco Close Up Menta Refrescante 85 GR,7891150078543,UNILEVER,
8308,Shampoo Johnsons Baby 200Ml Regular,7891010030094,J & J,
8309,Condicionador Johnsons Baby Gotas De Brilho 200Ml,7891010601188,J & J,Condicionador Infantil Johnson's Gotas de Brilho Frasco 200ml
8310,Creme Dental Infantil Dr Duck Com Fluor Sabor Tutti Frutti 50G Dentalclea,7898185413943,DENTALCLEAN,
8311,Escova de Dente Colgate Twister 2 unid Preço Especial,7891024186244,COLGATE-PALMOLIVE,Escova Dental Macia Twister Colgate Leve 2 Pague 1 Unidade
8312,BICO NAT LILLO SIL 9381 R12 AT,7896033293815,LILLO,Bico para Mamadeira Redondo Naturform Silicone Lillo Tamanho Universal Blister 2 Unidades
8313,ESC DENT D CLEAN MAGIC L3P2 35 CAB,7898185413363,DENTALCLEAN,
8314,HIDR JJ BABY LOC CREM HID INT 200ML,7891010917715,J & J,
8315,Chupeta Premium Bico Silicone Ortodôntica Branca Kuka,7896000627469,KUKA,
8316,NECESSAIRE RICCA DE SILICONE MEDIA 350,7897517935832,BELLIZ COMPANY IND,
8317,Mamadeira Petala 260Ml 1 Mes Transparente Philips Avent 2592986,8710103872238,AVENT,
8318,Escova Dental Oral-B Indicator Plus 35 - 2 unidades,75004351100662,PROCTER & GAMBLE PER,
8319,Copo Infantil Antivasamento Avent Easy Girls 260Ml,8710103779827,AVENT,
8320,Mamadeira Lillo Clássica Silicone Rosa 240Ml,7896033221160,FIONA,
8321,CR DENT ORAL B ESCUDO ANTIACUCAR 70G 3UND,7500435150286,PROCTER & GAMBLE PER,
8322,"Protetor Solar Corporal L'Oréal Paris Solar Expertise Supreme Protect 4 FPS 50, 200ml",7899706135818,LOREAL,Protetor Solar Supreme Protect 4 Corporal FPS 50 L'oréal Paris Solar Expertise Bisnaga 200ml
8323,Creme Dental Infantil Colgate Tandy 50g Preço Especial,7891024039168,COLGATE-PALMOLIVE,
8324,CHUP KUKA LOVELY ORTO 2 RS,7896000620521,KUKA,
8325,TOUCA DE BANHO RICCA EST 392,7897517903923,BELLIZ COMPANY IND,
8326,Enxaguante Bucal Colgate Plax Fresh Mint 500ml Promo Leve 500ml Pague 350ml,7891024131183,COLGATE-PALMOLIVE,
8327,HIDR NIVEA FIRMADOR Q10 VITAM C EXT SECA 400ML,4005900549266,BDF NIVEA,
8328,Antisséptico Bucal Menta Cepacol Lee 500Ml Pague 350Ml,7896714275451,HYPERMARCAS CH,
8329,Composto Lácteo NINHO Zero Lactose 380g,7891000109908,NESTLE,
8330,Gel Dental Infantil Condor Lilica Ripilica Bambinos 3 50G Ref: 3511,7891055538012,CONDOR,
8331,Sensodyne True White Escova Dental Macia para Dentes Sensíveis,7896015530105,GLAXO OTC,
8332,Corega Fixador de Prótese Ultra Pó 22g,7896009490675,GLAXO OTC,
8333,Sensodyne True White Creme Dental Branqueador para Dentes Sensíveis 100g,7896015530006,GLAXO OTC,Creme Dental Branqueador de Uso Diário Especializado para Dentes Sensíveis Mint Sensodyne True White 100g
8334,Escova de Dente elmex Ultra Soft 2un,7891024020210,COLGATE-PALMOLIVE,
8335,CR DENT COLG SENS PRO ALIVIO REG 140G,7509546653402,COLGATE-PALMOLIVE,
8336,Sensodyne Multi Proteção Escova Dental para Dentes Sensíveis,7896015530181,GLAXO OTC,
8337,COND PALM KIDS MINIONS 350ML,7891024042120,COLGATE-PALMOLIVE,
8338,Esponja De Banho Ricca Zoo Kids,7897517903046,BELLIZ COMPANY IND,
8339,FRALDA HUGGIES SUPREME CARE ROUP MEGA M 36UN D,7896007549672,KIMBERLY,
8340,Talco Johnson X27 S Baby Hora Do Sono 200G,7891010036478,J & J,Talco Johnson's Hora do Sono Frasco 200g
8341,Escova Dental Cocoricó Bitufo,7897144600899,COTY BRASIL,
8342,Chupeta Kuka Soft Silicone Azul Tamanho 2,7896000627063,KUKA,
8343,ESC DENT ORAL B WHITE THERAPY 3UND,7500435138727,PROCTER & GAMBLE PER,
8344,Enxaguante Bucal para Clareamento Colgate Luminous White 500ml Promo Grátis 1 Creme Dental,7891024027752,COLGATE-PALMOLIVE,
8345,Mamadeira 70 Ml Decorada Convencional Neopan Azul,7896036521212,NEOPAN,
8346,Gel Dental Infantil Sem Flúor Lilica Ripilica Sabor Morango 50G Condor,7891055538418,CONDOR,
8347,Lenços Umedecidos Pampers Aroma de Lavanda 48 Unidades,7500435148436,PROCTER & GAMBLE PER,
8348,Hidratante Desodorante Monange Flor De Lavanda 400Ml,7898919412280,COTY BRASIL,Desodorante Hidratante Corporal Flor de Lavanda Monange Hidratação Nutritiva Frasco 400ml Embalagem Econômica
8349,Desodorante Hidratação E Nutrição Corporal Perfume Original Davene Leite De Aveia Clássico Frasco 40,7898489512649,DAVENE,
8350,Chupeta Decorada Neon Bico Redondo Número 2 Kuka Rosa,7896000622679,KUKA,
8351,Sabonete Em Barra Johnson’s Hora Do Sono 80G,7891010781668,J & J,
8352,Antisséptico Bucal Flúor Cepacol,7896714275444,HYPERMARCAS CH,
8353,Creme Dental 50G Escova De Dente Fio Dental 25M Ideal Para Levar Na Mala Dentalclea,7898185414155,DENTALCLEAN,Kit Escova Dental + Fio Dental Expansive 25m + Gel Dental Menta Extreme Ice 50g Dentalclean Viagem Econômico
8354,Hidratante Desodorante Paixão Irresistível 400Ml,7896094909250,COTY BRASIL,Hidratante Desodorante Corporal Irresistível Paixão Frasco 400ml Embalagem Econômica
8355,LENCO UMED HUGGIES PRIMEIRO 100DIAS 48UND,7896007547913,KIMBERLY,
8356,Escova de dente Colgate 360º 2 unid,7891024116319,COLGATE-PALMOLIVE,
8357,"Sensodyne Branqueador Extra Fresh Creme Dental para Dentes Sensíveis, 90g",7896015520045,GLAXO OTC,
8358,ESC DENT INTERDENTAL ID ORTHOKIT CONIC+ REFIL 1350,7898585290649,POWERDENT,
8359,Fio Dental Sanifill Clássico Com 125M,7896114300425,COTY BRASIL,
8360,CHUP KUKA LOVELY ORTO 2 AZ,7896000620514,KUKA,
8361,Enxaguante Bucal Colgate Plax Kids Minions 250ml,7891024030806,COLGATE-PALMOLIVE,Enxaguante Bucal Zero Álcool Tutti Frutti com Flúor Minions Colgate Plax Kids Frasco 250ml
8362,Pomada para Prevenção de Assaduras Dermodex Prevent - 60g,7891035528576,RECKITT BENCKISER,
8363,Bico De Mamadeira Pétala Philips Avent Nº4,8710103874003,AVENT,
8364,Hidratante Desodorante Paixão Inspiradora400Ml,7896094909236,COTY BRASIL,
8365,Condicionador Johnsons Baby 200Ml Cheirinho Prolongado,7891010980085,J & J,Condicionador Infantil Johnson's Cheirinho Prolongado Frasco 200ml
8366,Escova Dental Oral-B Classic - 3 Unidades,7501001104191,PROCTER & GAMBLE PER,
8367,FRALDA MAMYPOKO RECEM NASCIDO 36UND,7898656390087,UNICHARM,
8368,Antisséptico Bucal Oral-B Complete Hortelã 500ml,7506195129104,PROCTER & GAMBLE PER,
8369,FRALDA HUGGIES SUPREME CARE HIPER XG 52UN,7896007548477,KIMBERLY,
8370,Fralda Pampers Pants Ajuste Total M 84 unidades,7500435146470,PROCTER & GAMBLE PER,
8371,"Sensodyne Limpeza Profunda Creme Dental para Dentes Sensíveis, 90g",7896015591106,GLAXO OTC,
8372,Escova Dental Oral-B Pro-Saúde 7 Benefícios Macia - 2 Unidades,7501001100285,PROCTER & GAMBLE PER,
8373,Corega Fixador de Prótese Ultra Creme Sem Sabor 20G,7896015526252,GLAXO OTC,
8374,Fralda Huggies Supreme Care Tamanho M 80 Tiras,7896007548491,KIMBERLY,"Fralda Descartável Infantil Xtra-Flex Huggies Supreme Care M 5,5 a 9,5kg Pacote 80 Unidades"
8375,Bico Para Mamadeira Silicone Neopan Nº 2,7896036512722,NEOPAN,
8376,Mamad Kuka Nat Color 70Ml Azul,7896000615510,KUKA,
8377,Refil Sabonete Líquido Baby Dove Carinho e Proteção 180ml,7891150035881,UNILEVER,
8378,Fio Dental Oral-B Essential Floss Hortelã/Menta 25m,7800005081225,PROCTER & GAMBLE PER,
8379,Fórmula Infantil Nestogeno Espessar 800g,7891000303115,NESTLE,Fórmula Infantil para Lactentes e de Seguimento para Lactantes Nestlé Nestogeno Espessar Lata 800g
8380,Corega Fixador de Prótese Pó 50g,7896015528706,GLAXO OTC,Fixador de Dentadura Corega Frasco 50g Pó
8381,Chupeta Funny Xadrez Sil Tam 2 Rosa Lillo Rosa,7896033201827,LILLO,
8382,"Sensodyne Pró-Esmalte Creme Dental para Dentes Sensíveis, Essência de Menta, 50g",7896015518325,GLAXO OTC,Creme Dental Menta Proteção Diária Sensodyne Pro-Esmalte 50g
8383,HIDR NIVEA FIRMADOR Q10 PELE SECA 200ML,4005900498205,BDF NIVEA,
8384,Corega Fixador de Prótese Pó 22g,7896015519636,GLAXO OTC,
8385,FRALDA HUGGIES SUPREME CARE ROUP MEGA XXG 24UN D,7896007549702,KIMBERLY,Fralda Descartável Infantil Roupinha Huggies Supreme Care XXG 14 a 18kg Pacote 24 Unidades
8386,Hidratante Desodorante Paixão Framb Hibisco 200Ml,7898919411283,COTY BRASIL,
8387,"Sensodyne Rápido Alívio Creme Dental para Dentes Sensíveis, Kit Leve 3 Pague 2, 50g cada",7896015529109,GLAXO OTC,
8388,Shampoo Baby Dove Hidratação Glicerinada 200ml,7891150065307,UNILEVER,
8389,Chupeta Kuka De Silicone Soft Tamanho 1 Silicone Ortodôntico Azul,7896000627018,KUKA,Chupeta Azul Silicone Soft Kuka nº 1
8390,Chupeta Lillo Soft Calming Baby Silicone Tamanho 1 Borda Arredondada Ergonomica Macia Transparente 3,7896033204620,LILLO,
8391,Mamadeira Natural Color 250Ml Bico Colorido Universal Azul Kuka,7896000615411,KUKA,
8392,"Protetor Solar Corporal L'Oréal Paris Solar Expertise Supreme Protect 4 FPS 30, 120ml",7899706135757,LOREAL,
8393,LEITE MOLICO PO FIBRAS 260G,7891000285015,NESTLE,
8394,Gel Dental Infantil Condor Lilica Ripilica Bambinos 2 50G Ref: 3512,7891055538210,CONDOR,
8395,Creme Dental Prevent Antiplaca 90g,7891528038704,COLGATE-PALMOLIVE,Creme Dental com Flúor Antiplaca Prevent Caixa 90g
8396,Desodorante Hidratação E Nutrição Corporal Óleo De Amêndoas Davene Leite De Aveia Clássico Frasco 4,7898489512687,DAVENE,
8397,CHUP KUKA SILIC SOFT ORTO 1,7896000627001,KUKA,
8398,Locao Hidrat Paixao 200Ml Paixao Irresist,78914957,COTY BRASIL,
8399,ESC DENT POWER PACK TRIPLO PREMIUM,7898585292353,POWERDENT,
8400,Escova Dental Antibac Leve 2 Pague 1 Condor Multicor,7891055805602,CONDOR,Escova Dental Macia Condor Antibac Cabeça Média Leve 2 Pague 1 Unidade
8401,LENCO UMED HUGGIES FLIP TOP MAX CLEAN 48UND,7896018700659,KIMBERLY,Toalha Umedecida Disney Baby Huggies Max Clean Pacote 48 Unidades
8402,Creme Dental Clareador Oral-B 3D White Perfection 102g,7506339396492,PROCTER & GAMBLE PER,
8403,Fórmula De Aminoácidos Neo Advance 400G,5016533637120,DANONE,"Alimento para Situação Metabólica Especial para Nutrição Enteral ou Oral Formulado para Portadores de Alergias Alimentares (Proteína de Leite de Vaca, Soja, Hidrolisada) Neo Advance Lata 400g"
8404,ESC DENT COLG SMILES MINIONS 2PK 6+ ANOS N,7509546068558,COLGATE-PALMOLIVE,
8405,Antisséptico Bucal Oral-B Complete Menta 500ml,7506195129111,PROCTER & GAMBLE PER,
8406,MALVONA PROPOLIS SPRAY 30ML,7896026170994,MEGALABS,
8407,Corega Fixador de Prótese Ultra Creme Sabor Menta Leve 68g e Pague 50g,7896015591427,GLAXO OTC,Fixador de Dentadura Menta Ultra Corega Caixa Leve 68g Pague 50g Creme
8408,Shampoo Giovanna Baby Giby 200Ml,7896044956358,GIOVANA BABY,
8409,Creme Dental Close Up Proteção Bioativa Bloqueio Anticáries 70 GR,7891150055780,UNILEVER,Creme Dental com Flúor Menta Refrescante Closeup Proteção Bioativa Bloqueio Anticáries Caixa 70g
