Produto,EAN,Marca,Descrição,Preço sem desconto,Preço com desconto,% de desconto,Farmacia,Região,Cidade
Chupeta Fiona E Air Clas Sil Baby 2 Rs,7896033203203,FIONA,,8.41,7.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Fraldas Capricho Baby Eg 50U,7891522050382,CAPRICHO,,46.99,46.99,,Santo Remedio,Sudeste,Sao Paulo
Protetor Solar Corporal Sundown Kids Spray Fps60 150Ml,7891010566807,J & J,,151.99,151.99,,Santo Remedio,Sudeste,Sao Paulo
Antisséptico Bucal Listerine Cool Mint Zero Álcool Leve 1 5L Pague 750Ml,7702031539421,J & J,,49.99,38.99,22.0%,Santo Remedio,Sudeste,Sao Paulo
ENX BUCAL DENTALCLEAN DETOX PRO 600ML,7898185414544,DENTALCLEAN,,29.99,29.99,,Santo Remedio,Sudeste,Sao Paulo
Mordedor Para Bebê Disney Baby Latoy,7896737105544,LATOY,,14.73,13.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Shampoo Johnsons Baby 200Ml Forca Vitaminada,7891010244460,J & J,,19.99,18.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Pediasure Sabor Chocolate 900G,7891158100215,ABBOTT OTC,,125.25,118.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Corega Tabs Limpador de Prótese com 6 comprimidos,7896015523848,GLAXO OTC,Limpador de Dentadura Antibacteriano Menta Corega Tabs Caixa 10 Cartelas com 6 Comprimidos Efervescentes Cada,5.84,5.27,10.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Dental para dentes sensíveis Colgate Sensitive Pro-Alívio Reparação Completa 110g,7891024036433,COLGATE-PALMOLIVE,,22.99,19.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
Hello Kitty Col Splash Pop,7898416834806,DZC,,19.99,19.99,,Santo Remedio,Sudeste,Sao Paulo
"Papinha Nestlé Naturnes Caldo de Feijão, Carne e Arroz 170g",7891000049235,NESTLE,,7.67,7.29,5.0%,Santo Remedio,Sudeste,Sao Paulo
Sensodyne Extra Fresh Enxaguatório Bucal para Dentes Sensíveis com 500ml,7896015530433,GLAXO OTC,Enxaguante Bucal Extra Fresh Sensodyne Frasco 500ml,38.96,30.94,21.0%,Santo Remedio,Sudeste,Sao Paulo
Chupeta Kuka Cristal Color Ortodontica N2,7896000620095,KUKA,,14.73,13.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
HIDR JJ DAILY CARE ROSAS SANDALO 200ML,7891010248772,J & J,Loção Deo-Hidratante Rosas e Sândalo Johnson's Daily Care Frasco 200ml,39.99,37.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
MAMAD AVENT PETALA DECORAD UNICORN 260ML,8710103871415,AVENT,,81.49,81.49,,Santo Remedio,Sudeste,Sao Paulo
CHUP AVENT ULTRA SOFT ROSA 0-6M,8710103872849,AVENT,,53.67,50.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Corega Tabs Limpador de Prótese com 24 comprimidos,7896015526030,GLAXO OTC,Limpador de Dentadura Antibacteriano Corega Tabs Caixa 24 Comprimidos Efervescentes,28.83,24.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Oral-B 3D White Advantage 3 em 1 - 2 unidades,7506339358230,PROCTER & GAMBLE PER,,21.04,19.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Fórmula Infantil Aptamil Ha 400G,8718117600939,DANONE,Fórmula Infantil para Lactentes com Proteínas Lácteas Parcialmente Hidrolisadas ProExpert HA Aptamil Lata 400g,64.99,64.99,,Santo Remedio,Sudeste,Sao Paulo
SHA+COND TRA LA LA KIDS NUTRIKIDS 250ML PROMO,7896115705625,PHISALIA,,16.99,16.99,,Santo Remedio,Sudeste,Sao Paulo
Escova de Dente Colgate Classic Clean 1 unid,7891024184509,COLGATE-PALMOLIVE,Escova Dental Macia Colgate Classic Clean,7.36,6.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Dental Whitening Max Dentalclean 90G Dentalclea,7898185414148,DENTALCLEAN,,11.99,11.99,,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Extramacia Barbie Condor Kids Cabeça P Grátis Capa Protetora,7891055323977,CONDOR,,16.99,14.99,12.0%,Santo Remedio,Sudeste,Sao Paulo
Fórmula Infantil Nan Supreme 1 HMO 400g,7613034431561,NESTLE,,61.99,61.99,,Santo Remedio,Sudeste,Sao Paulo
FRALDA HUGGIES SUPREME CARE ROUP MEGA P 44UN D,7896007550951,KIMBERLY,,52.99,49.99,6.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Dental Sorriso Dentes Brancos 90g,7891528030142,COLGATE-PALMOLIVE,,5.25,4.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Mamadeira Fiona Clássica Silicone Azul 240Ml,7896033221153,FIONA,,16.83,15.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
SHAMPOO T XUXINHA SONO TRANQUILO 210ML,7896020161097,BS-BARUEL,,13.67,12.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Protetor Solar Sundown Kids Praia E Piscina Fps30 120Ml,7891010096441,J & J,,70.52,70.52,,Santo Remedio,Sudeste,Sao Paulo
Creme Dental Colgate Total 12 Professional Gengiva Saudável 70g,7891024139325,COLGATE-PALMOLIVE,,12.99,10.99,15.0%,Santo Remedio,Sudeste,Sao Paulo
Mamadeira Aquarela 160Ml Bico Ortodôntico Kuka,7896000614711,KUKA,,17.49,17.49,,Santo Remedio,Sudeste,Sao Paulo
Enxaguante Bucal Colgate Plax Ice Fusion Wint Mint 250 ml,7891024041109,COLGATE-PALMOLIVE,,18.94,17.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Fralda Pampers Confort Sec M 44 unidades,7500435106627,PROCTER & GAMBLE PER,,79.99,75.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
ESC DENT JJ REACH CONFORT CL MD/GR L2P1,7891010697266,J & J,,19.99,17.99,10.0%,Santo Remedio,Sudeste,Sao Paulo
LEITE MOLICO PO OMEGA 260G,7891000289860,NESTLE,,21.04,19.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Dental Oral-B 3D White Whitening Therapy Sensitive Care 90g,7500435127639,PROCTER & GAMBLE PER,,25.99,25.99,,Santo Remedio,Sudeste,Sao Paulo
Talco Para Pés Tenys Pé Sport Edition 100G,7896020161721,BS-BARUEL,,13.67,12.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Shampo Tra La La 250Ml Con 250 Cac,7896115705649,PHISALIA,,16.99,16.99,,Santo Remedio,Sudeste,Sao Paulo
Chupeta Clássica Fiona Azul Tamanho 2,7896033203241,FIONA,Chupeta Azul Fiona nº 2,6.99,6.99,,Santo Remedio,Sudeste,Sao Paulo
CHUP KUKA CRISTAL COLOR ORTO 2 ROSA 2022,7896000620224,KUKA,,19.99,18.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Hidratante Paixão Ultra Cremoso Baunilha E Cereja 200Ml,7898919411337,COTY BRASIL,,14.73,13.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Chupeta Rosa Neopan Nº 2,7896036546826,NEOPAN,,6.99,6.99,,Santo Remedio,Sudeste,Sao Paulo
Fórmula Infantil Nestogeno 2 400g,7891000056615,NESTLE,,31.99,31.99,,Santo Remedio,Sudeste,Sao Paulo
TAL TENYS PE JATO SECO WOMAN 86G 50% 2UND,7896020162322,BS-BARUEL,Pack Desodorante para os PésJato Seco Baruel Tenys Pé Original 2 Unidades de 150ml Cada,25.49,25.49,,Santo Remedio,Sudeste,Sao Paulo
Corega Fixador de Prótese com 20 fitas adesivas,7896015519094,GLAXO OTC,Fita Adesiva para Dentaduras Superiores e Inferiores Corega Caixa 20 Unidades,53.03,41.17,22.0%,Santo Remedio,Sudeste,Sao Paulo
Shampoo Turma Da Xuxinha Neutro Infantil 210Ml,7896020157502,BS-BARUEL,,13.99,13.99,,Santo Remedio,Sudeste,Sao Paulo
Shampoo T Xuxinha Camomila,7896020158837,BS-BARUEL,,13.99,13.99,,Santo Remedio,Sudeste,Sao Paulo
Escova de Dente Infantil Colgate Tandy 4 unid,7891024010617,COLGATE-PALMOLIVE,,17.99,17.99,,Santo Remedio,Sudeste,Sao Paulo
PASSA FIO DENTAL GUM,0070942508407,GUM,,10.99,10.99,,Santo Remedio,Sudeste,Sao Paulo
Luccas Neto Kit 3D Sh Cond,7898416830563,DZC,,41.99,41.99,,Santo Remedio,Sudeste,Sao Paulo
ESC DENT JJ REACH ACCESS G MEDIA L2P1,7891010500115,J & J,,19.99,17.99,10.0%,Santo Remedio,Sudeste,Sao Paulo
Pediasure Sabor Morango 900 G,7896255762915,ABBOTT OTC,,125.25,118.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
COMPOSTO LACTEO MILNUTRI 800G+20% DESC 2UND,7891025119722,DANONE,"Pack Composto Lácteo Premium+ Milnutri Lata 1,6kg 2 Unidades de 800g Cada Grátis 20% de Desconto na 2ª Lata",90.18,90.18,,Santo Remedio,Sudeste,Sao Paulo
CR DENT CREST COMP SCOPE HORTELA 175G,037000413516,PROCTER & GAMBLE PER,,19.99,18.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
COLETOR MENSTRUAL FLEURITY UNITARIO INC TIPO 2,7898960920147,FLEURITY,Coletor Menstrual Tipo 2 Fleurity,77.49,77.49,,Santo Remedio,Sudeste,Sao Paulo
SHA+COND TRA LA LA KIDS SEM EMBARACO 480ML+250ML,7896115705113,PHISALIA,,22.09,20.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
FRALDA MAMYPOKO CALCA HYPER XG 42UND,7898656390667,UNICHARM,,89.99,89.99,,Santo Remedio,Sudeste,Sao Paulo
Creme dental branqueador em gel Dentes mais brancos em 2 semanas* CLOSE UP Natural Smile Ingredientes naturais 70 GR,7891150055759,UNILEVER,Gel Dental com Flúor Natural Smile Essência de Limão e Sal Marinho Closeup White AttractionCaixa 70g,4.99,4.99,,Santo Remedio,Sudeste,Sao Paulo
Mamadeira Kuka 330Ml Premium Big2 Ortod Bc,7896000617453,KUKA,,30.52,28.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Talco Infantil Johnson 39 S Baby Toque Fresquinho 200G,7891010655112,J & J,,34.73,32.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Bitufo Indicativa,7897144660947,COTY BRASIL,,11.57,9.99,14.0%,Santo Remedio,Sudeste,Sao Paulo
Fraldas Pampers Recém Nascido Premium Care RN 20 Unidades,7500435118651,PROCTER & GAMBLE PER,Fralda Descartável Infantil Pampers Premium Care Recém-Nascido RN até 4kg Pacote 20 Unidades,26.99,24.99,7.0%,Santo Remedio,Sudeste,Sao Paulo
FRALDA MAMYPOKO CALCA HYPER XXG 36UND,7898656390674,UNICHARM,,89.99,89.99,,Santo Remedio,Sudeste,Sao Paulo
Chupeta Kuka Aquarela Silicone Redondo Ref: 2422,7896000624222,KUKA,,10.52,10.52,,Santo Remedio,Sudeste,Sao Paulo
Corega Fixador de Prótese Ultra Creme Sem Sabor Maxi Selante 40g,7896015591717,GLAXO OTC,,68.69,49.99,27.0%,Santo Remedio,Sudeste,Sao Paulo
PROT LABIAL LABY CARE MORANG 30FPS BRAVIR,7896186001534,BRAVIR,,14.73,14.73,,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Oral-B Pro-Saúde Antibacteriana - 2 Unidades,7501006731132,PROCTER & GAMBLE PER,Escova Dental Macia 40 Antibacteriana 2x1 Oral-B Pro-Saúde 2 Unidades,23.15,21.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Gel Dental Colgate É de coração 130g Embalagem com 2 unidades,7509546664897,COLGATE-PALMOLIVE,,27.99,27.99,,Santo Remedio,Sudeste,Sao Paulo
Toalha Umed Cremer Baby Sharl Com 100,7891800637922,CREMER,,14.49,14.49,,Santo Remedio,Sudeste,Sao Paulo
NEO FORTE BAUNILHA 400G,5016533646726,DANONE,,222.09,210.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
ESC DENT D CLEAN MAC ROMERO BRITTO L2P1,7898185414186,DENTALCLEAN,,23.15,21.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Corega Kit Leve 3 Pague 2 Corega Fixador de Prótese Ultra Pó 22g,7896015592707,GLAXO OTC,Pack Pó Fixador de Dentadura Corega Frasco 22g Cada Pó Leve 3 Pague 2 Unidades,42.28,42.28,,Santo Remedio,Sudeste,Sao Paulo
Chupeta Fiona Soft Silicone Tam2 Rosa,7896033251785,FIONA,,19.99,18.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Fraldas Pampers Supersec M 30 Unidades,7500435132725,PROCTER & GAMBLE PER,Fralda Descartável Supersec Pampers M 30 Unidades,34.99,31.99,9.0%,Santo Remedio,Sudeste,Sao Paulo
FRALDA TRELOSO BABY PLUS HIPER M 70UND,7898934650797,LIFE DO BRASIL,,44.99,29.99,33.0%,Santo Remedio,Sudeste,Sao Paulo
Toalha Umed Cremer Baby Shark Com 50,7891800637915,CREMER,,14.99,14.99,,Santo Remedio,Sudeste,Sao Paulo
Aspirador Nasal Nuk,7896098802359,NUK,,32.62,30.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Kuka Mamadeira Big Natural B Univ Azul,7896000615114,KUKA,,42.09,39.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Chupeta Azul Divertida Lillo Nº 2,7896033204842,LILLO,Chupeta Azul Divertida Lillo nº 2,14.73,13.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Fraldas Pampers Supersec G 26 Unidades,7506339391329,PROCTER & GAMBLE PER,,34.99,33.49,4.0%,Santo Remedio,Sudeste,Sao Paulo
Fórmula Infantil Aptamil Premium 1 400G,8712400771566,DANONE,,40.99,40.99,,Santo Remedio,Sudeste,Sao Paulo
Lenços Umedecidos Pampers Recém-Nascido 48 Unidades,7500435148412,PROCTER & GAMBLE PER,,18.94,18.94,,Santo Remedio,Sudeste,Sao Paulo
CR DENT ORAL B PRO GENGIVA ORIG 90G P,7500435137294,PROCTER & GAMBLE PER,,23.99,19.99,17.0%,Santo Remedio,Sudeste,Sao Paulo
Sensodyne Extra Fresh Creme Dental para Dentes Sensíveis 50g,7896009400162,GLAXO OTC,,18.9,12.99,31.0%,Santo Remedio,Sudeste,Sao Paulo
Pediasure Suplemento Alimentar Pediasure Sabor Baunilha 900G,7891158100208,ABBOTT OTC,,125.25,118.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
FRALDA MAMYPOKO CALCA HYPER G 50UND,7898656390650,UNICHARM,,89.99,89.99,,Santo Remedio,Sudeste,Sao Paulo
TAL TENYS PE ORIG 100G 2UND GTS CANFORA 60G,7896020160199,BS-BARUEL,,20.99,20.99,,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Infantil Johnsons Reach Essencial Júnior Macia,7891010504038,J & J,,7.36,6.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
FRALDA HUGGIES SUPREME CARE RN 100DIAS 34UND,7896007549634,KIMBERLY,Fralda Descartável Infantil Huggies Supreme Care Recém-Nascido RN até 4kg Pacote 34 Unidades,44.99,39.99,11.0%,Santo Remedio,Sudeste,Sao Paulo
Fraldas Pampers Supersec P 34 Unidades,7500435132718,PROCTER & GAMBLE PER,Fralda Descartável Infantil Pampers Supersec P 5 a 8kg Pacote 34 Unidades,34.99,33.49,4.0%,Santo Remedio,Sudeste,Sao Paulo
Papinha Orgânica Nestlé Naturnes Uva e Banana 120g,7891000262542,NESTLE,,9.46,8.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Colgate Orthodontic,7891024316603,COLGATE-PALMOLIVE,,16.99,16.99,,Santo Remedio,Sudeste,Sao Paulo
Condicionador Johnsons Baby 200Ml Força Vitaminada,7891010244484,J & J,,25.25,23.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Composto Lácteo Milnutri Vitamina De Frutas Danone Nutricia 380G,7891025112501,DANONE,,44.2,41.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Dental Colgate Total 12 Professional Whitening 70g,7891024135358,COLGATE-PALMOLIVE,Creme Dental Anticárie com Flúor Colgate Total 12 Professional Whitening Caixa 70g,11.99,10.99,8.0%,Santo Remedio,Sudeste,Sao Paulo
LEITE NOVAMIL RICE 400G,7896112437888,BIOLAB SANUS,Fórmula Infantil para Lactentes e de Seguimento para Lactentes e/ou Crianças de Primeira Infância Destinada a Necessidades Dietoterápicas Específicas com Restrição de Lactose à Base de Proteína Hidrolisada de Arroz com Nucleotídeos e Taurina Rice Novamil Lata 400g,258.03,258.03,,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Infantil Condor Lilica Ripilica Bambinos 3,7891055430736,CONDOR,Escova Dental Macia e Suave Lilica Ripilica Condor Kids+ Cabeça P Grátis Capa Protetora,13.67,12.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Esc D J J Reach U Clean 40 Mc 12X1 50414 Escova Dental Antibacteriana M,7891010043476,J & J,,11.99,9.99,17.0%,Santo Remedio,Sudeste,Sao Paulo
Loção Hidratante Johnsons Daily Care Lavanda Camomila 400Ml,7891010248765,J & J,,25.99,23.99,8.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Dental Colgate Total 12 Saúde Visível 70g,7509546077222,COLGATE-PALMOLIVE,,11.57,10.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
FIO DENT ORTODONTICO GUM 3200L,070942304542,GUM,,29.49,29.49,,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Tek Macia,7891010040024,J & J,,6.31,5.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
CR DENT COLG EXTRA FRESH 70G,7891024036839,COLGATE-PALMOLIVE,Creme Dental Anticárie com Flúor Xtra Fresh Colgate Tripla Ação Caixa 70g,5.25,4.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Shampo Tra La La 250Ml Con250 Sem Emb,7896115705618,PHISALIA,,16.99,16.99,,Santo Remedio,Sudeste,Sao Paulo
Protetor Solar Facial L’oréal Expertise Toque Limpo Com Cor Fps70 50G,7899706137386,LOREAL,,102.99,102.99,,Santo Remedio,Sudeste,Sao Paulo
COMPOSTO LACTEO MILNUTRI 800G+30% DESC 2UND,7891025117469,DANONE,,110.52,104.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Esc Powerd Profess Ortodontica,7898585290304,POWERDENT,,15.78,14.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
LEITE APTAMIL HA 800G,8718117604425,DANONE,,138.99,138.99,,Santo Remedio,Sudeste,Sao Paulo
Meia MC 3/4 panturrilha s/ponteira tam P cor Mel,7896191226465,KENDALL,,54.49,54.49,,Santo Remedio,Sudeste,Sao Paulo
Bico Big Ortodôntico De Silicone Anti Cólica M Leite Kuka,7896000650139,KUKA,,12.49,12.49,,Santo Remedio,Sudeste,Sao Paulo
Soy Banana 300G,7893500041832,JOSAPAR JOAQUIM OLIV,,23.15,21.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Leite Em Pó Integral Instantâneo Camponesa 800G,7896259415367,CAMPONESA,,28.41,26.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Porta Chupeta Plasutil Oliver,7896042070131,PLASUTIL,,3.11,3.11,,Santo Remedio,Sudeste,Sao Paulo
Hidratante Corporal Nivea Mousse Milk 200Ml,4005900493941,BDF NIVEA,,24.99,24.99,,Santo Remedio,Sudeste,Sao Paulo
Hidratante Corporal Nivea Mousse Soft Milk 200Ml,4005900493996,BDF NIVEA,Hidratante Mousse Hidratação Profunda 48h Nivea Soft Milk Frasco 200ml,24.99,24.99,,Santo Remedio,Sudeste,Sao Paulo
Hidratante Corporal Nivea Mousse Pepino E Matcha 200Ml,4005900635891,BDF NIVEA,Hidratante Mousse Pepino e Matcha 48h Nivea Frasco 200ml Edição Limitada,24.99,24.99,,Santo Remedio,Sudeste,Sao Paulo
CHUP AVENT ULTRA AIR AZUL 0-6M,8710103872931,AVENT,,37.99,37.99,,Santo Remedio,Sudeste,Sao Paulo
Chupeta Philips Avent Ultra Air Rosa 0 A 6 Meses,8710103873259,AVENT,,37.99,37.99,,Santo Remedio,Sudeste,Sao Paulo
CHUP AVENT ULTRA SOFT AZUL 0-6M,8710103872818,AVENT,,42.49,42.49,,Santo Remedio,Sudeste,Sao Paulo
CHUP AVENT ULTRA SOFT AZUL 6-18M,8710103872870,AVENT,,49.49,49.49,,Santo Remedio,Sudeste,Sao Paulo
Protetor Solar Facial Antiacne Fps 30 Loréal Paris,7899706149556,LOREAL,,64.99,64.99,,Santo Remedio,Sudeste,Sao Paulo
Kit Prot Loreal Fps 30 E Faci,7899706150613,LOREAL,Protetor Solar Supreme Protect 4 200ml Grátis 1 Protetor Solar Facial Antirrugas 25g FPS 30 L'oréal Paris Solar Expertise,56.83,53.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Ninho Nutrigold 800g 2 Unidades + Livro Educativo Gratis,7891000290323,NESTLE,,73.99,73.99,,Santo Remedio,Sudeste,Sao Paulo
"Kit Composto Lácteo Neslac Supreme 1,6kg - Ganhe uma Mochilinha",7891000286401,NESTLE,,121.98,121.98,,Santo Remedio,Sudeste,Sao Paulo
"Composto Lácteo Neslac Comfor 1,6kg - 20% de desconto na 2ª lata",7891000290408,NESTLE,"Pack Composto Lácteo com Óleos Vegetais e Fibras Comfor Nestlé Neslac Lata 1,6kg 2 Unidades de 800g Cada Grátis 20% de Desconto na Segunda Lata",111.77,106.18,5.0%,Santo Remedio,Sudeste,Sao Paulo
Escova de Dente Colgate Extra Clean 1 unid,5900273001566,COLGATE-PALMOLIVE,Escova Dental Média Colgate Extra Clean,11.57,10.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Tek Adulto Dura Vermelha,7891010040017,J & J,,7.36,6.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Colgate Smiles 2 A 5 Anos,7591083011098,COLGATE-PALMOLIVE,,21.04,19.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Infantil Sanifill Patati Patatá Fase 1,7896114303457,COTY BRASIL,,8.99,8.99,,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Sanifill Fase 2,7896114303464,COTY BRASIL,,8.99,8.99,,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Sanifil Oral Magic MéDia,7896114301101,COTY BRASIL,,8.41,7.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Antisséptico Bucal Listerine Antimanchas 500Ml Johnson Johnso,7891010959326,J & J,,31.99,31.99,,Santo Remedio,Sudeste,Sao Paulo
Creme Dental Sorriso Super Refrescante 90g,7891528020600,COLGATE-PALMOLIVE,,5.25,4.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Dental Infantil Colgate Smiles Barbie 6+ anos 100g,7509546003122,COLGATE-PALMOLIVE,,9.99,9.99,,Santo Remedio,Sudeste,Sao Paulo
Creme Dental Oral-B Pro Saúde Escudo Antiaçúcar - 70g,7506195132043,PROCTER & GAMBLE PER,,5.99,5.99,,Santo Remedio,Sudeste,Sao Paulo
Creme Dental para dentes sensíveis Colgate Sensitive Pro-Alívio Reparação Completa 50g,7891024036655,COLGATE-PALMOLIVE,,14.73,13.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Dental Sorriso Fresh Xtra Mint 90g,7891528038308,COLGATE-PALMOLIVE,,5.99,4.99,17.0%,Santo Remedio,Sudeste,Sao Paulo
FRALDA T MONICA MEGA G 48UND (PCT 6),7896007510771,KIMBERLY,,42.99,39.99,7.0%,Santo Remedio,Sudeste,Sao Paulo
FRALDA T MONICA MEGA M 54UND PCT6,7896007510764,KIMBERLY,,42.99,39.99,7.0%,Santo Remedio,Sudeste,Sao Paulo
FRALDA CREMER DISNEY ECO M 40UND D,7898064035631,FALCON,,37.99,37.99,,Santo Remedio,Sudeste,Sao Paulo
ESPONJA P PANCAKE REF 556 RICCA,7897517905569,BELLIZ COMPANY IND,,8.41,7.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
FRALDA HUGGIES LITTLE SWIMMERS DISNEY SB M 11UN D,036000393521,KIMBERLY,,35.49,35.49,,Santo Remedio,Sudeste,Sao Paulo
Sabonete Líquido Toque Fresquinho Johnsons Baby 200 Ml,7891010657505,J & J,,27.36,25.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Sabonete Líquido Johnson 39 S Baby Toque Fresquinho 400Ml,7891010657512,J & J,Sabonete Líquido Johnson's Toque Fresquinho Frasco 400ml,38.94,37.99,2.0%,Santo Remedio,Sudeste,Sao Paulo
ESPONJA BANHO RICCA KIDS,7897517903213,BELLIZ COMPANY IND,,5.25,4.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Kit Tralala Shampoo Condicionador Grátis Creme Para Pentear,7896115703744,PHISALIA,,22.09,20.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Sabonete Líquido Nutrição Protetora Johnsons Body Wash Frasco 200Ml,7891010654238,J & J,,27.36,25.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Sabonete Líquido Nutrição Renovada Johnsons Body Wash Frasco 200Ml,7891010654221,J & J,Sabonete Líquido Nutrição Renovada Johnson's Body Wash Frasco 200ml,27.36,25.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Sabonete Líquido Nutrição Fortalecedora Johnsons Body Wash Frasco 200Ml,7891010814090,J & J,Sabonete Líquido Nutrição Fortalecedora Glicerina Vegetal Hidratante Johnson's Body Wash Frasco 200ml,27.36,25.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
SAB LIQ DARROW SUAVIE 60ML,7896290402470,DARROW,,47.65,47.65,,Santo Remedio,Sudeste,Sao Paulo
Fralda Huggies Supreme Care Tamanho M 40 Tiras,7896007548408,KIMBERLY,"Fralda Descartável Infantil Xtra-Flex Huggies Supreme Care M 5,5 a 9,5kg Pacote 40 Unidades",52.99,49.99,6.0%,Santo Remedio,Sudeste,Sao Paulo
Bepantriz Derma Sh Com 200 Ml,7897947613669,CIMED,,42.57,19.04,55.0%,Santo Remedio,Sudeste,Sao Paulo
Fralda Huggies Tripla Proteção Tamanho P 60 Tiras,7896007511907,KIMBERLY,,42.99,39.99,7.0%,Santo Remedio,Sudeste,Sao Paulo
KIT 2 ESPONJAS P/BANHO M BONI 8387,7896025523660,MARCO BONI,,13.67,12.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
FRALDA HUGGIES SUPREME CARE MEGA RN JUMB 18UND D,7896007549627,KIMBERLY,Fralda Descartável Infantil Huggies Supreme Care Recém-Nascido RN até 4kg Pacote 18 Unidades,19.99,19.99,,Santo Remedio,Sudeste,Sao Paulo
Pomada para Prevenção de Assaduras Dermodex Prevent - 30g - 20% OFF,7891035090066,RECKITT BENCKISER,,31.5,20.49,35.0%,Santo Remedio,Sudeste,Sao Paulo
Kit Biotropic Unicórnio Cabelos Cacheados Shampoo 240Ml Condicionador 240Ml E Batom Infantil 3 5G,7898005718609,BIOTROPIC NT,"Kit Shampoo 240ml + Condicionador 2 em 1 220ml Unicórnio Grandes Marcas Teens Grátis Batom 3,5g",24.49,24.49,,Santo Remedio,Sudeste,Sao Paulo
FRALDA PAMPERS CONF SEC GIGA P 84UN D,7500435110082,PROCTER & GAMBLE PER,Fralda Descartável Infantil Pampers Confort Sec P 5 a 8kg Pacote 84 Unidades,119.99,104.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
Talco Para Pes Tenis Mini Tradicional,7896020160090,BS-BARUEL,,6.99,6.99,,Santo Remedio,Sudeste,Sao Paulo
